combo_index,h4_min_rsi_a,h4_overextension_mode,h4_min_bb_position_a,max_bars_in_trade,follow_through_bars,min_follow_through_pips,use_d1_regime,d1_rsi_min,d1_rsi_max,d1_atr_min,d1_atr_max,d1_bbw_min,d1_bbw_max,d1_trend_min,d1_trend_max,total_trades,wins,losses,win_rate_pct,net_pips,avg_pips_per_trade,profit_factor,max_drawdown_pips,expectancy_pips
1464,58.0,close_above_ubb,85.0,8,2,5.0,True,45.0,65.0,0.0,2.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,351,163,188,46.44,27.3,0.08,1.008,618.8,0.08
1467,58.0,close_above_ubb,85.0,8,2,5.0,True,45.0,65.0,0.0,2.0,0.0,20.0,-1000000000.0,1000000000.0,351,163,188,46.44,27.3,0.08,1.008,618.8,0.08
1470,58.0,close_above_ubb,85.0,8,2,5.0,True,45.0,65.0,0.0,2.0,0.0,15.0,-1000000000.0,1000000000.0,351,163,188,46.44,27.3,0.08,1.008,618.8,0.08
329,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,1222,552,670,45.17,90.0,0.07,1.007,1195.7,0.07
332,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,20.0,-1000000000.0,1000000000.0,1222,552,670,45.17,90.0,0.07,1.007,1195.7,0.07
338,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,3.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,1222,552,670,45.17,90.0,0.07,1.007,1195.7,0.07
341,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,3.0,0.0,20.0,-1000000000.0,1000000000.0,1222,552,670,45.17,90.0,0.07,1.007,1195.7,0.07
1055,58.0,touch_only,85.0,8,2,5.0,True,50.0,65.0,0.0,2.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,543,245,298,45.12,39.9,0.07,1.007,616.9,0.07
1058,58.0,touch_only,85.0,8,2,5.0,True,50.0,65.0,0.0,2.0,0.0,20.0,-1000000000.0,1000000000.0,543,245,298,45.12,39.9,0.07,1.007,616.9,0.07
1061,58.0,touch_only,85.0,8,2,5.0,True,50.0,65.0,0.0,2.0,0.0,15.0,-1000000000.0,1000000000.0,543,245,298,45.12,39.9,0.07,1.007,616.9,0.07
335,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,15.0,-1000000000.0,1000000000.0,1220,551,669,45.16,80.0,0.07,1.006,1195.7,0.07
344,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,3.0,0.0,15.0,-1000000000.0,1000000000.0,1220,551,669,45.16,80.0,0.07,1.006,1195.7,0.07
247,55.0,touch_only,85.0,10,2,3.0,True,45.0,65.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,764,346,418,45.29,51.5,0.07,1.006,923.0,0.07
250,55.0,touch_only,85.0,10,2,3.0,True,45.0,65.0,-1000000000.0,1000000000.0,0.0,20.0,-1000000000.0,1000000000.0,764,346,418,45.29,51.5,0.07,1.006,923.0,0.07
256,55.0,touch_only,85.0,10,2,3.0,True,45.0,65.0,0.0,3.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,764,346,418,45.29,51.5,0.07,1.006,923.0,0.07
259,55.0,touch_only,85.0,10,2,3.0,True,45.0,65.0,0.0,3.0,0.0,20.0,-1000000000.0,1000000000.0,764,346,418,45.29,51.5,0.07,1.006,923.0,0.07
1273,58.0,touch_only,85.0,10,2,5.0,True,50.0,65.0,0.0,2.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,543,245,298,45.12,37.3,0.07,1.006,619.5,0.07
1276,58.0,touch_only,85.0,10,2,5.0,True,50.0,65.0,0.0,2.0,0.0,20.0,-1000000000.0,1000000000.0,543,245,298,45.12,37.3,0.07,1.006,619.5,0.07
1279,58.0,touch_only,85.0,10,2,5.0,True,50.0,65.0,0.0,2.0,0.0,15.0,-1000000000.0,1000000000.0,543,245,298,45.12,37.3,0.07,1.006,619.5,0.07
129,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,2.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,1215,550,665,45.27,69.3,0.06,1.005,1195.5,0.06
132,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,2.0,0.0,20.0,-1000000000.0,1000000000.0,1215,550,665,45.27,69.3,0.06,1.005,1195.5,0.06
280,55.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,-1000000000.0,1000000000.0,0.0,15.0,-1000000000.0,1000000000.0,598,272,326,45.48,36.8,0.06,1.005,765.6,0.06
289,55.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,3.0,0.0,15.0,-1000000000.0,1000000000.0,598,272,326,45.48,36.8,0.06,1.005,765.6,0.06
238,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,2.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,1210,553,657,45.7,64.2,0.05,1.005,1151.8,0.05
241,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,2.0,0.0,20.0,-1000000000.0,1000000000.0,1210,553,657,45.7,64.2,0.05,1.005,1151.8,0.05
221,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,0.0,25.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
222,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,0.0,15.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
224,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,20.0,0.0,25.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
225,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,20.0,0.0,15.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
227,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,15.0,0.0,25.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
228,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,15.0,0.0,15.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
230,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,3.0,-1000000000.0,1000000000.0,0.0,25.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
231,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,3.0,-1000000000.0,1000000000.0,0.0,15.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
233,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,3.0,0.0,20.0,0.0,25.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
234,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,3.0,0.0,20.0,0.0,15.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
236,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,3.0,0.0,15.0,0.0,25.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
237,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,3.0,0.0,15.0,0.0,15.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
239,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,2.0,-1000000000.0,1000000000.0,0.0,25.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
240,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,2.0,-1000000000.0,1000000000.0,0.0,15.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
242,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,2.0,0.0,20.0,0.0,25.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
243,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,2.0,0.0,20.0,0.0,15.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
245,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,2.0,0.0,15.0,0.0,25.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
246,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,2.0,0.0,15.0,0.0,15.0,656,298,358,45.43,26.2,0.04,1.003,660.8,0.04
135,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,2.0,0.0,15.0,-1000000000.0,1000000000.0,1214,549,665,45.22,29.3,0.02,1.002,1195.5,0.02
244,55.0,touch_only,85.0,10,2,3.0,True,0.0,100.0,0.0,2.0,0.0,15.0,-1000000000.0,1000000000.0,1209,552,657,45.66,24.2,0.02,1.002,1151.8,0.02
1037,58.0,touch_only,85.0,8,2,5.0,True,50.0,65.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,544,245,299,45.04,9.9,0.02,1.002,616.9,0.02
1040,58.0,touch_only,85.0,8,2,5.0,True,50.0,65.0,-1000000000.0,1000000000.0,0.0,20.0,-1000000000.0,1000000000.0,544,245,299,45.04,9.9,0.02,1.002,616.9,0.02
1043,58.0,touch_only,85.0,8,2,5.0,True,50.0,65.0,-1000000000.0,1000000000.0,0.0,15.0,-1000000000.0,1000000000.0,544,245,299,45.04,9.9,0.02,1.002,616.9,0.02
1046,58.0,touch_only,85.0,8,2,5.0,True,50.0,65.0,0.0,3.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,544,245,299,45.04,9.9,0.02,1.002,616.9,0.02
1049,58.0,touch_only,85.0,8,2,5.0,True,50.0,65.0,0.0,3.0,0.0,20.0,-1000000000.0,1000000000.0,544,245,299,45.04,9.9,0.02,1.002,616.9,0.02
1052,58.0,touch_only,85.0,8,2,5.0,True,50.0,65.0,0.0,3.0,0.0,15.0,-1000000000.0,1000000000.0,544,245,299,45.04,9.9,0.02,1.002,616.9,0.02
347,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,2.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,1215,548,667,45.1,20.0,0.02,1.001,1195.7,0.02
350,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,2.0,0.0,20.0,-1000000000.0,1000000000.0,1215,548,667,45.1,20.0,0.02,1.001,1195.7,0.02
113,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,0.0,15.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
112,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,0.0,25.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
115,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,20.0,0.0,25.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
116,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,20.0,0.0,15.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
119,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,15.0,0.0,15.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
118,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,15.0,0.0,25.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
121,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,3.0,-1000000000.0,1000000000.0,0.0,25.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
122,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,3.0,-1000000000.0,1000000000.0,0.0,15.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
125,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,3.0,0.0,20.0,0.0,15.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
124,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,3.0,0.0,20.0,0.0,25.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
127,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,3.0,0.0,15.0,0.0,25.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
128,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,3.0,0.0,15.0,0.0,15.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
131,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,2.0,-1000000000.0,1000000000.0,0.0,15.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
130,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,2.0,-1000000000.0,1000000000.0,0.0,25.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
133,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,2.0,0.0,20.0,0.0,25.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
134,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,2.0,0.0,20.0,0.0,15.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
136,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,2.0,0.0,15.0,0.0,25.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
137,55.0,touch_only,85.0,8,2,5.0,True,0.0,100.0,0.0,2.0,0.0,15.0,0.0,15.0,661,298,363,45.08,4.0,0.01,1.001,571.5,0.01
274,55.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,599,272,327,45.41,6.8,0.01,1.001,765.6,0.01
277,55.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,-1000000000.0,1000000000.0,0.0,20.0,-1000000000.0,1000000000.0,599,272,327,45.41,6.8,0.01,1.001,765.6,0.01
283,55.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,3.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,599,272,327,45.41,6.8,0.01,1.001,765.6,0.01
286,55.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,3.0,0.0,20.0,-1000000000.0,1000000000.0,599,272,327,45.41,6.8,0.01,1.001,765.6,0.01
1255,58.0,touch_only,85.0,10,2,5.0,True,50.0,65.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,544,245,299,45.04,7.3,0.01,1.001,619.5,0.01
1258,58.0,touch_only,85.0,10,2,5.0,True,50.0,65.0,-1000000000.0,1000000000.0,0.0,20.0,-1000000000.0,1000000000.0,544,245,299,45.04,7.3,0.01,1.001,619.5,0.01
1261,58.0,touch_only,85.0,10,2,5.0,True,50.0,65.0,-1000000000.0,1000000000.0,0.0,15.0,-1000000000.0,1000000000.0,544,245,299,45.04,7.3,0.01,1.001,619.5,0.01
1264,58.0,touch_only,85.0,10,2,5.0,True,50.0,65.0,0.0,3.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,544,245,299,45.04,7.3,0.01,1.001,619.5,0.01
1267,58.0,touch_only,85.0,10,2,5.0,True,50.0,65.0,0.0,3.0,0.0,20.0,-1000000000.0,1000000000.0,544,245,299,45.04,7.3,0.01,1.001,619.5,0.01
1270,58.0,touch_only,85.0,10,2,5.0,True,50.0,65.0,0.0,3.0,0.0,15.0,-1000000000.0,1000000000.0,544,245,299,45.04,7.3,0.01,1.001,619.5,0.01
547,55.0,close_above_ubb,85.0,8,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,595,274,321,46.05,-4.2,-0.01,0.999,807.5,-0.01
550,55.0,close_above_ubb,85.0,8,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,20.0,-1000000000.0,1000000000.0,595,274,321,46.05,-4.2,-0.01,0.999,807.5,-0.01
553,55.0,close_above_ubb,85.0,8,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,15.0,-1000000000.0,1000000000.0,595,274,321,46.05,-4.2,-0.01,0.999,807.5,-0.01
556,55.0,close_above_ubb,85.0,8,2,5.0,True,0.0,100.0,0.0,3.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,595,274,321,46.05,-4.2,-0.01,0.999,807.5,-0.01
559,55.0,close_above_ubb,85.0,8,2,5.0,True,0.0,100.0,0.0,3.0,0.0,20.0,-1000000000.0,1000000000.0,595,274,321,46.05,-4.2,-0.01,0.999,807.5,-0.01
562,55.0,close_above_ubb,85.0,8,2,5.0,True,0.0,100.0,0.0,3.0,0.0,15.0,-1000000000.0,1000000000.0,595,274,321,46.05,-4.2,-0.01,0.999,807.5,-0.01
1664,58.0,close_above_ubb,85.0,10,2,5.0,True,45.0,65.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,351,162,189,46.15,-3.5,-0.01,0.999,649.6,-0.01
1667,58.0,close_above_ubb,85.0,10,2,5.0,True,45.0,65.0,-1000000000.0,1000000000.0,0.0,20.0,-1000000000.0,1000000000.0,351,162,189,46.15,-3.5,-0.01,0.999,649.6,-0.01
1670,58.0,close_above_ubb,85.0,10,2,5.0,True,45.0,65.0,-1000000000.0,1000000000.0,0.0,15.0,-1000000000.0,1000000000.0,351,162,189,46.15,-3.5,-0.01,0.999,649.6,-0.01
1673,58.0,close_above_ubb,85.0,10,2,5.0,True,45.0,65.0,0.0,3.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,351,162,189,46.15,-3.5,-0.01,0.999,649.6,-0.01
1676,58.0,close_above_ubb,85.0,10,2,5.0,True,45.0,65.0,0.0,3.0,0.0,20.0,-1000000000.0,1000000000.0,351,162,189,46.15,-3.5,-0.01,0.999,649.6,-0.01
1679,58.0,close_above_ubb,85.0,10,2,5.0,True,45.0,65.0,0.0,3.0,0.0,15.0,-1000000000.0,1000000000.0,351,162,189,46.15,-3.5,-0.01,0.999,649.6,-0.01
1682,58.0,close_above_ubb,85.0,10,2,5.0,True,45.0,65.0,0.0,2.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,351,162,189,46.15,-3.5,-0.01,0.999,649.6,-0.01
1685,58.0,close_above_ubb,85.0,10,2,5.0,True,45.0,65.0,0.0,2.0,0.0,20.0,-1000000000.0,1000000000.0,351,162,189,46.15,-3.5,-0.01,0.999,649.6,-0.01
1688,58.0,close_above_ubb,85.0,10,2,5.0,True,45.0,65.0,0.0,2.0,0.0,15.0,-1000000000.0,1000000000.0,351,162,189,46.15,-3.5,-0.01,0.999,649.6,-0.01
1147,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,0.0,25.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1148,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,0.0,15.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1151,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,-1000000000.0,1000000000.0,0.0,20.0,0.0,15.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1150,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,-1000000000.0,1000000000.0,0.0,20.0,0.0,25.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1153,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,-1000000000.0,1000000000.0,0.0,15.0,0.0,25.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1154,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,-1000000000.0,1000000000.0,0.0,15.0,0.0,15.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1156,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,3.0,-1000000000.0,1000000000.0,0.0,25.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1157,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,3.0,-1000000000.0,1000000000.0,0.0,15.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1159,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,3.0,0.0,20.0,0.0,25.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1160,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,3.0,0.0,20.0,0.0,15.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1163,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,3.0,0.0,15.0,0.0,15.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1162,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,3.0,0.0,15.0,0.0,25.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1165,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,2.0,-1000000000.0,1000000000.0,0.0,25.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1166,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,2.0,-1000000000.0,1000000000.0,0.0,15.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1169,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,2.0,0.0,20.0,0.0,15.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1168,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,2.0,0.0,20.0,0.0,25.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1171,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,2.0,0.0,15.0,0.0,25.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
1172,58.0,touch_only,85.0,10,2,3.0,True,50.0,65.0,0.0,2.0,0.0,15.0,0.0,15.0,285,127,158,44.56,-3.1,-0.01,0.999,539.9,-0.01
353,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,2.0,0.0,15.0,-1000000000.0,1000000000.0,1214,547,667,45.06,-20.0,-0.02,0.999,1195.7,-0.02
492,55.0,close_above_ubb,85.0,8,2,3.0,True,50.0,65.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,268,128,140,47.76,-5.1,-0.02,0.998,555.9,-0.02
495,55.0,close_above_ubb,85.0,8,2,3.0,True,50.0,65.0,-1000000000.0,1000000000.0,0.0,20.0,-1000000000.0,1000000000.0,268,128,140,47.76,-5.1,-0.02,0.998,555.9,-0.02
498,55.0,close_above_ubb,85.0,8,2,3.0,True,50.0,65.0,-1000000000.0,1000000000.0,0.0,15.0,-1000000000.0,1000000000.0,268,128,140,47.76,-5.1,-0.02,0.998,555.9,-0.02
501,55.0,close_above_ubb,85.0,8,2,3.0,True,50.0,65.0,0.0,3.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,268,128,140,47.76,-5.1,-0.02,0.998,555.9,-0.02
504,55.0,close_above_ubb,85.0,8,2,3.0,True,50.0,65.0,0.0,3.0,0.0,20.0,-1000000000.0,1000000000.0,268,128,140,47.76,-5.1,-0.02,0.998,555.9,-0.02
507,55.0,close_above_ubb,85.0,8,2,3.0,True,50.0,65.0,0.0,3.0,0.0,15.0,-1000000000.0,1000000000.0,268,128,140,47.76,-5.1,-0.02,0.998,555.9,-0.02
510,55.0,close_above_ubb,85.0,8,2,3.0,True,50.0,65.0,0.0,2.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,268,128,140,47.76,-5.1,-0.02,0.998,555.9,-0.02
513,55.0,close_above_ubb,85.0,8,2,3.0,True,50.0,65.0,0.0,2.0,0.0,20.0,-1000000000.0,1000000000.0,268,128,140,47.76,-5.1,-0.02,0.998,555.9,-0.02
516,55.0,close_above_ubb,85.0,8,2,3.0,True,50.0,65.0,0.0,2.0,0.0,15.0,-1000000000.0,1000000000.0,268,128,140,47.76,-5.1,-0.02,0.998,555.9,-0.02
330,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,0.0,25.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
331,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,-1000000000.0,1000000000.0,0.0,15.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
333,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,20.0,0.0,25.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
334,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,20.0,0.0,15.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
336,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,15.0,0.0,25.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
337,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,-1000000000.0,1000000000.0,0.0,15.0,0.0,15.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
339,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,3.0,-1000000000.0,1000000000.0,0.0,25.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
340,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,3.0,-1000000000.0,1000000000.0,0.0,15.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
342,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,3.0,0.0,20.0,0.0,25.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
343,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,3.0,0.0,20.0,0.0,15.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
345,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,3.0,0.0,15.0,0.0,25.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
346,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,3.0,0.0,15.0,0.0,15.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
348,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,2.0,-1000000000.0,1000000000.0,0.0,25.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
349,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,2.0,-1000000000.0,1000000000.0,0.0,15.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
351,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,2.0,0.0,20.0,0.0,25.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
352,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,2.0,0.0,20.0,0.0,15.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
354,55.0,touch_only,85.0,10,2,5.0,True,0.0,100.0,0.0,2.0,0.0,15.0,0.0,25.0,661,297,364,44.93,-17.1,-0.03,0.998,574.1,-0.03
