signal_index,signal_time,entry_price,session,a_open,a_high,a_low,a_close,a_bb_touch_strength,a_bb_position,a_bb_width_pct,a_rsi_value,a_rsi_divergence,a_volume_ratio,a_candle_rejection,a_candle_body_pct,a_atr_pct,a_trend_strength,a_prev_candle_body_pct,a_prev_volume_ratio,a_gap_from_prev_close,a_price_momentum,a_prev_was_selloff,a_previous_touches,a_time_since_last_touch,a_support_distance_pct,b_open,b_high,b_low,b_close,b_bb_touch_strength,b_bb_position,b_bb_width_pct,b_rsi_value,b_rsi_divergence,b_volume_ratio,b_candle_rejection,b_candle_body_pct,b_atr_pct,b_trend_strength,b_prev_candle_body_pct,b_prev_volume_ratio,b_gap_from_prev_close,b_price_momentum,b_prev_was_selloff,b_previous_touches,b_time_since_last_touch,b_support_distance_pct,c_open,c_high,c_low,c_close,c_bb_touch_strength,c_bb_position,c_bb_width_pct,c_rsi_value,c_rsi_divergence,c_volume_ratio,c_candle_rejection,c_candle_body_pct,c_atr_pct,c_trend_strength,c_prev_candle_body_pct,c_prev_volume_ratio,c_gap_from_prev_close,c_price_momentum,c_prev_was_selloff,c_previous_touches,c_time_since_last_touch,c_support_distance_pct,exit_index,final_pnl_pips,hit_tp_first,hit_sl_first,is_profitable
22893,2014-06-06 04:00:00,1.36579,3,1.3637,1.36693,1.36292,1.366,1.004975,1.008099,0.716221,58.335806,0,1.079883,-0.33913,0.168375,0.255435,-0.926219,0.736982,2.501054,0.0022,0.738397,0,2,1,20.937042,1.366,1.36647,1.3657,1.36581,1.007068,0.924612,0.770263,57.939641,0,0.495969,-0.578947,-0.013911,0.241249,-0.919465,0.168375,1.079883,0.0,0.203974,0,2,2,20.926044,1.36579,1.36638,1.36547,1.36559,1.006859,0.858456,0.805993,57.453113,0,0.479136,-0.6,-0.014646,0.228813,-0.913045,-0.013911,0.495969,-0.001464,-0.016841,0,2,3,20.913305,22895,10.0,0,1,1
22948,2014-06-19 04:00:00,1.35881,3,1.35744,1.35992,1.35479,1.35951,1.001943,1.078471,0.502578,62.482533,0,1.84554,-1.280193,0.152261,0.158074,-0.801495,0.038307,1.428697,0.0,-0.121642,0,1,15,20.559613,1.35951,1.35966,1.35838,1.35886,1.004582,0.921531,0.534282,59.767539,0,0.486923,-0.738462,-0.047834,0.153582,-0.799468,0.152261,1.84554,0.0,0.264986,0,1,16,20.521614,1.35881,1.3594,1.35845,1.35938,1.004569,0.931831,0.5625,61.219317,0,0.48493,-0.631579,0.041931,0.147549,-0.796595,-0.047834,0.486923,-0.00368,0.005153,0,1,17,20.552016,22949,-30.0,0,1,0
22951,2014-06-19 16:00:00,1.36218,1,1.35938,1.36433,1.35877,1.36378,1.005311,1.225212,0.733281,70.815694,0,1.647522,-0.138636,0.322633,0.165688,-0.786348,0.041931,0.48493,0.0,0.023556,0,1,18,20.808342,1.36378,1.3643,1.36165,1.36217,1.007486,0.980505,0.79951,64.523955,0,1.447097,-0.322981,-0.118194,0.167931,-0.779723,0.322633,1.647522,0.0,0.211956,0,1,19,20.714742,1.36218,1.36398,1.3611,1.36205,1.006768,0.921973,0.807003,64.06706,0,1.499502,-7.307692,-0.009544,0.171053,-0.768213,-0.118194,1.447097,0.000734,-0.040392,0,0,20,20.707757,22953,10.0,0,1,1
22977,2014-06-25 20:00:00,1.3637,2,1.36091,1.3651,1.36003,1.36421,1.002151,1.180644,0.442126,61.895043,0,1.606086,-0.266667,0.241898,0.158793,-0.330228,0.013226,1.222381,0.0,-0.032342,0,0,44,20.833303,1.36426,1.36462,1.36309,1.36371,1.004247,1.026391,0.457255,60.155484,0,1.642335,-1.127273,-0.040331,0.155518,-0.310348,0.241898,1.606086,0.003665,0.224995,0,0,45,20.804277,1.3637,1.3639,1.36261,1.36286,1.003743,0.851389,0.460239,57.211725,0,0.62357,-0.297619,-0.061635,0.151261,-0.292965,-0.040331,1.642335,-0.000733,-0.035214,0,0,46,20.754883,22981,40.0,1,0,1
22978,2014-06-26 00:00:00,1.36283,3,1.36426,1.36462,1.36309,1.36371,1.004247,1.026391,0.457255,60.155484,0,1.642335,-1.127273,-0.040331,0.155518,-0.310348,0.241898,1.606086,0.003665,0.224995,0,0,45,20.804277,1.3637,1.3639,1.36261,1.36286,1.003743,0.851389,0.460239,57.211725,0,0.62357,-0.297619,-0.061635,0.151261,-0.292965,-0.040331,1.642335,-0.000733,-0.035214,0,0,46,20.754883,1.36283,1.36332,1.36268,1.36319,1.003801,0.859101,0.484987,58.069623,0,0.492551,-0.416667,0.026409,0.143776,-0.274727,-0.061635,0.62357,-0.002201,0.005137,0,0,47,20.774067,22979,-3.7,0,0,0
22998,2014-07-01 08:00:00,1.3685,1,1.36916,1.36947,1.36884,1.36929,1.007484,1.005011,0.774594,72.660975,0,0.332944,-2.461538,0.009494,0.126709,0.006657,0.013877,0.376382,0.00073,-0.003653,0,1,14,21.127007,1.36928,1.3693,1.3683,1.36849,1.00712,0.879199,0.82232,68.084394,0,0.405502,-0.240506,-0.057728,0.122946,0.021812,0.009494,0.332944,-0.00073,-0.039449,0,1,15,21.080899,1.3685,1.36938,1.36777,1.36888,1.006761,0.867221,0.870021,69.105977,0,0.741582,-1.921053,0.02776,0.122533,0.034981,-0.057728,0.405502,0.000731,-0.038734,0,1,16,21.103384,23005,20.0,0,1,1
23140,2014-08-04 00:00:00,1.34271,3,1.34153,1.34446,1.34073,1.34306,1.002902,1.072472,0.432157,59.714443,0,1.441957,-0.522876,0.113919,0.141249,-0.942482,0.18561,1.191199,0.000745,0.168101,0,5,11,19.586616,1.34307,1.34331,1.34166,1.34264,1.003677,0.966742,0.455194,57.397374,0,0.546944,-2.27907,-0.032026,0.139979,-0.947145,0.113919,1.441957,0.000745,0.069365,0,5,12,19.561461,1.34271,1.34299,1.34228,1.34256,1.004227,0.915247,0.483575,56.944128,0,0.321006,-1.866667,-0.011173,0.133766,-0.948807,-0.032026,0.546944,0.005214,0.046211,0,4,13,19.556668,23149,40.0,1,0,1
23170,2014-08-11 00:00:00,1.34061,3,1.33921,1.34323,1.33859,1.34153,1.003274,1.165597,0.468859,59.992357,0,1.541307,-0.267241,0.172937,0.18575,-1.005207,0.029869,1.31481,0.000747,0.026901,0,5,6,19.494905,1.34153,1.34169,1.34062,1.34094,1.00496,0.997423,0.519996,57.768932,0,0.560415,-0.542373,-0.043999,0.178258,-0.999008,0.172937,1.541307,0.0,0.151652,0,5,7,19.459484,1.34061,1.34082,1.34012,1.34021,1.004598,0.850086,0.547309,55.050351,0,0.346714,-0.225,-0.029846,0.169986,-0.993915,-0.043999,0.560415,-0.02461,-0.037296,0,4,8,19.415614,23173,10.0,0,1,1
23321,2014-09-15 00:00:00,1.29679,3,1.29412,1.29791,1.29089,1.29735,1.001681,1.112587,0.599813,58.035099,1,1.783167,-1.0,0.248969,0.242481,-1.92354,0.129816,1.386989,-0.001545,-0.058839,0,0,34,16.753382,1.29738,1.29774,1.2941,1.29643,1.003718,0.963072,0.57202,55.396261,0,0.799629,-2.452632,-0.073278,0.245376,-1.932121,0.248969,1.783167,0.002312,0.248666,0,0,35,16.694307,1.29679,1.29694,1.29501,1.29559,1.004347,0.813689,0.587802,53.025526,0,0.385222,-0.483333,-0.092622,0.238637,-1.942019,-0.073278,0.799629,0.027769,0.070319,0,0,36,16.640295,23322,0.0,0,1,0
23461,2014-10-16 08:00:00,1.28222,1,1.28374,1.2845,1.28087,1.28402,1.018742,1.063512,1.978103,70.133041,0,0.739505,-10.25,0.021807,0.408978,-1.216858,0.373899,1.486156,-0.002337,0.297556,0,0,48,15.889161,1.28401,1.28444,1.28131,1.2822,1.01882,0.930428,2.076948,66.540536,0,0.588644,-0.491713,-0.141164,0.397741,-1.158521,0.021807,0.739505,-0.000779,0.034352,0,0,49,15.769771,1.28222,1.2824,1.2773,1.27973,1.015198,0.80322,2.110108,61.905887,0,1.395453,-0.975904,-0.194572,0.39851,-1.103967,-0.141164,0.588644,0.00156,-0.312961,0,0,50,15.607198,23461,40.0,1,0,1
23512,2014-10-28 20:00:00,1.27383,2,1.26964,1.27644,1.26882,1.27408,1.004726,1.103605,0.802394,61.573254,0,1.663183,-0.184685,0.348487,0.252824,-0.208115,-0.025204,1.055462,-0.001575,0.026804,0,0,22,15.232952,1.27408,1.27527,1.27194,1.27382,1.007306,0.98944,0.88495,60.756811,0,1.378513,-7.230769,-0.020411,0.253486,-0.209983,0.348487,1.663183,0.0,0.245898,0,0,23,15.215651,1.27383,1.27472,1.27309,1.27327,1.008147,0.888461,0.928702,58.975342,0,0.46925,-0.321429,-0.043981,0.244626,-0.20403,-0.020411,1.378513,0.000785,0.090413,0,0,24,15.179027,23516,0.0,0,1,0
23594,2014-11-17 12:00:00,1.2492,1,1.25422,1.25771,1.25408,1.25459,1.01152,1.047517,1.132602,62.172245,0,0.68485,-0.378378,0.029492,0.342762,-1.234603,0.173813,0.633134,0.0,0.218965,0,2,3,13.9161,1.25458,1.25483,1.24819,1.24919,1.006696,0.652943,1.142503,52.646013,0,0.851149,-0.185529,-0.43148,0.357622,-1.245055,0.029492,0.68485,-0.000797,-0.469667,0,2,4,13.543976,1.2492,1.2507,1.24853,1.24975,1.006969,0.683287,1.157153,53.442706,0,1.070678,-1.218182,0.044009,0.344331,-1.247253,-0.43148,0.851149,0.000801,0.027239,0,2,5,13.582717,23595,40.0,1,0,1
23703,2014-12-11 08:00:00,1.24466,1,1.24445,1.24949,1.24407,1.24896,1.017792,1.043011,2.067786,69.216551,0,0.813702,-0.084257,0.3611,0.324404,-0.823349,0.162319,1.201666,-0.000804,0.167473,0,0,21,13.528055,1.24891,1.24905,1.24458,1.24469,1.017756,0.836914,2.109905,60.548613,0,0.701399,-0.026066,-0.33904,0.327917,-0.813861,0.3611,0.813702,-0.004003,0.040994,0,0,22,13.231407,1.24466,1.2486,1.24308,1.24438,1.015993,0.793299,2.127026,59.961533,0,0.979585,-4.642857,-0.022501,0.336256,-0.806048,-0.33904,0.701399,-0.00241,-0.120523,0,0,23,13.209791,23703,-30.0,0,1,0
23725,2014-12-16 20:00:00,1.25021,2,1.24796,1.25696,1.24788,1.25532,1.008727,1.246529,1.175644,68.537,0,1.762232,-0.01087,0.586305,0.326664,-0.42433,0.213934,1.071092,-0.007211,0.314316,0,0,43,13.96616,1.25532,1.25551,1.24776,1.25021,1.008674,0.854135,1.239654,58.811083,0,1.791226,-0.479452,-0.408731,0.348849,-0.410267,0.586305,1.762232,0.0,-0.009616,0,0,44,13.614513,1.25021,1.25176,1.24812,1.25149,1.008615,0.890555,1.265079,60.329688,0,1.036165,-1.632813,0.102278,0.344375,-0.385281,-0.408731,1.791226,0.0,0.028852,1,0,45,13.702866,23726,10.0,0,1,1
23876,2015-01-22 20:00:00,1.14126,2,1.16013,1.16485,1.15868,1.16297,1.003614,1.005231,0.726488,55.19604,0,1.374544,-0.510563,0.244202,0.375573,-3.445484,0.024135,1.019779,0.000862,0.103673,0,0,23,7.13432,1.16301,1.16351,1.14035,1.14125,0.992336,-0.45414,1.503717,26.194021,0,3.104609,-0.04136,-1.906681,0.500337,-3.534694,0.244202,1.374544,0.003439,-1.581973,0,1,0,5.366922,1.14126,1.14146,1.13514,1.13599,0.992404,-0.305981,2.21475,23.037132,0,1.197277,-0.16129,-0.463913,0.506489,-3.588716,-1.906681,3.104609,0.000876,-0.456877,1,2,0,4.928741,23876,40.0,1,0,1
23928,2015-02-04 04:00:00,1.14606,3,1.14607,1.15332,1.14472,1.1482,1.018557,1.25514,1.710464,72.467788,0,1.664029,-0.633803,0.185508,0.449433,-4.144352,0.989486,2.532064,0.001745,0.939095,0,0,42,5.939732,1.14823,1.14885,1.14551,1.14611,1.019919,1.034213,1.958318,67.817238,0,0.608267,-0.283019,-0.184974,0.438907,-4.089477,0.185508,1.664029,0.002613,0.069013,0,0,43,5.768207,1.14606,1.1475,1.14549,1.14727,1.020446,0.994368,2.191339,69.006102,0,0.282318,-0.471074,0.105468,0.419659,-4.019128,-0.184974,0.608267,-0.004363,-0.001746,0,0,44,5.863485,23930,10.0,0,1,1
23971,2015-02-13 04:00:00,1.13998,3,1.14079,1.14188,1.1378,1.141,1.01023,1.199914,1.083471,64.858482,0,0.941193,-14.238095,0.018405,0.367306,-1.968791,0.659187,1.844615,-0.000877,0.448478,0,1,6,5.346188,1.14101,1.14104,1.13967,1.13998,1.012237,1.014471,1.225868,62.17124,0,0.504968,-0.300971,-0.090352,0.349959,-1.924876,0.018405,0.941193,0.000876,0.164352,0,1,7,5.261496,1.13998,1.14345,1.13936,1.14289,1.012616,1.080727,1.447106,66.442946,0,0.599851,-0.213058,0.254618,0.349697,-1.872074,-0.090352,0.504968,0.0,-0.027201,0,1,8,5.502717,23971,-30.0,0,1,0
24120,2015-03-19 08:00:00,1.07623,1,1.08656,1.09191,1.08193,1.08853,1.039688,1.206475,3.743844,75.488878,0,0.873573,-2.350254,0.180978,0.704004,-4.466423,1.925342,2.089963,0.0,1.921754,0,1,19,0.783626,1.08853,1.08877,1.07572,1.07623,1.032778,0.855217,3.815794,59.678148,0,1.218919,-0.041463,-1.142878,0.747801,-4.505877,0.180978,0.873573,0.0,-0.573974,0,0,20,0.114288,1.07623,1.07945,1.06299,1.0657,1.019069,0.578447,3.676804,50.019502,0,1.491699,-0.25736,-0.988083,0.811571,-4.554246,-1.142878,1.218919,0.0,-1.183393,0,0,21,0.0,24120,-30.0,0,1,0
24185,2015-04-03 04:00:00,1.08679,3,1.08744,1.09004,1.08694,1.08788,1.015833,1.042636,1.590112,61.56767,0,0.871368,-1.136364,0.040446,0.450826,-0.929225,0.417494,1.633195,0.0,0.632343,0,2,13,0.724345,1.08786,1.08849,1.08681,1.08692,1.016089,0.93743,1.712484,59.511737,0,0.384284,-0.117021,-0.086483,0.430034,-0.915808,0.040446,0.871368,-0.001838,-0.01196,0,2,14,0.636661,1.08679,1.08753,1.08632,1.08708,1.015955,0.902831,1.82905,59.752963,0,0.4159,-1.62069,0.026677,0.407209,-0.907219,-0.086483,0.384284,-0.01196,-0.045086,0,2,15,0.651286,24187,-30.0,0,1,0
24190,2015-04-04 00:00:00,1.09681,3,1.09134,1.10261,1.08757,1.09861,1.019152,1.128831,2.579383,73.556333,0,1.493377,-0.518569,0.661745,0.469503,-0.843816,0.389426,0.576518,-0.000916,0.05612,0,2,18,1.693959,1.0986,1.09883,1.09648,1.09682,1.027476,0.983593,2.786408,69.46451,0,0.493563,-0.191011,-0.162287,0.451983,-0.826909,0.661745,1.493377,-0.00091,0.819258,0,1,19,1.533524,1.09681,1.09759,1.0965,1.09679,1.027143,0.923272,2.925888,69.394835,0,0.151951,-14.5,-0.001824,0.426809,-0.798685,-0.162287,0.493563,-0.000912,0.001824,0,0,20,1.530831,24191,-30.0,0,1,0
24241,2015-04-16 04:00:00,1.06756,3,1.05951,1.07015,1.05918,1.06843,1.006567,1.056697,1.442839,56.096007,1,1.324401,-0.036996,0.83487,0.50183,-0.686152,0.117037,2.115723,0.001888,0.146554,0,0,20,0.0,1.06843,1.06874,1.06722,1.06757,1.014552,0.938656,1.573257,54.76643,0,0.552399,-0.406977,-0.080557,0.47653,-0.717901,0.83487,1.324401,0.0,0.759078,0,0,21,0.0,1.06756,1.07461,1.06729,1.06976,1.015101,0.984995,1.75606,57.527155,0,1.118607,-0.122727,0.205654,0.490463,-0.748775,-0.080557,0.552399,-0.000937,0.006559,0,0,22,0.0,24241,-30.0,0,1,0
24247,2015-04-17 04:00:00,1.07576,3,1.07413,1.08172,1.07241,1.07695,1.020507,1.025556,2.391896,62.761052,0,1.288966,-0.609929,0.261851,0.5859,-0.856892,0.11544,1.772657,-0.001862,0.37157,0,0,26,0.181067,1.07694,1.07724,1.07528,1.07575,1.023129,0.918091,2.535371,60.942435,0,0.455348,-0.394958,-0.11062,0.557671,-0.871587,0.261851,1.288966,-0.000929,0.267622,0,0,27,0.069719,1.07576,1.07859,1.07574,1.07665,1.023269,0.89799,2.651991,61.835647,0,0.696644,-0.022472,0.082664,0.536312,-0.882339,-0.11062,0.455348,0.00093,0.04278,0,0,28,0.153253,24248,-30.0,0,1,0
24278,2015-04-24 04:00:00,1.08131,3,1.08004,1.08458,1.08003,1.08251,1.012522,1.111358,1.327088,62.407001,0,0.977308,-0.004049,0.228173,0.466159,-0.380625,0.299046,2.042724,-0.005555,0.627038,0,4,3,0.231869,1.08252,1.08321,1.08092,1.08134,1.013747,0.967492,1.450972,60.314701,0,0.350791,-0.355932,-0.109124,0.448457,-0.338432,0.228173,0.977308,0.000924,0.082405,0,4,4,0.12392,1.08131,1.08286,1.07842,1.07914,1.011437,0.797351,1.507585,56.480203,0,0.617181,-0.331797,-0.201086,0.446661,-0.299892,-0.109124,0.350791,-0.002774,-0.231284,0,4,5,0.383639,24279,10.0,0,1,1
24297,2015-04-29 04:00:00,1.09698,3,1.09779,1.09905,1.09599,1.09736,1.016623,1.040963,1.704329,70.616665,0,0.941222,-3.186047,-0.039185,0.442102,0.243206,0.320641,1.910907,-0.000911,0.392046,0,0,22,1.581979,1.09738,1.09823,1.09668,1.09673,1.017134,0.941247,1.808802,69.107434,0,0.394479,-0.076923,-0.059267,0.420854,0.265699,-0.039185,0.941222,0.001823,0.062957,0,0,23,1.525444,1.09698,1.09812,1.09654,1.09676,1.016459,0.895873,1.842784,69.141255,0,0.480138,-1.0,-0.020059,0.401072,0.284825,-0.059267,0.394479,0.022795,-0.012766,0,0,24,1.528137,24299,-30.0,0,1,0
24334,2015-05-07 04:00:00,1.13389,3,1.13449,1.13693,1.13187,1.1348,1.023474,1.10925,2.327677,70.966563,0,1.094738,-8.451613,0.027318,0.513746,1.982931,1.095502,1.917656,-0.01322,0.876982,0,2,8,4.829045,1.13473,1.13484,1.1339,1.1339,1.026128,0.991487,2.60094,69.422068,0,0.383446,0.0,-0.073199,0.483349,2.047813,0.027318,1.094738,-0.006168,0.179349,0,2,9,4.753506,1.13389,1.13474,1.1325,1.13433,1.025439,0.940103,2.841254,69.76069,0,0.361183,-3.159091,0.038789,0.46276,2.112454,-0.073199,0.383446,-0.000882,-0.123468,0,2,10,4.789611,24335,-30.0,0,1,0
24364,2015-05-14 00:00:00,1.13424,3,1.12314,1.13821,1.12184,1.13713,1.010974,1.264409,1.938733,70.705785,0,2.424223,-0.092924,1.23029,0.477133,2.621415,-0.168278,0.836035,0.0,0.147296,0,1,15,5.024052,1.13711,1.13785,1.13394,1.13424,1.022764,1.034955,2.201164,65.489892,0,1.229161,-0.10453,-0.253033,0.468804,2.629536,1.23029,2.424223,-0.001759,1.078585,0,1,16,4.782057,1.13424,1.13597,1.13402,1.13464,1.023437,0.971505,2.439856,65.865226,0,0.622468,-0.55,0.035253,0.44744,2.631632,-0.253033,1.229161,0.0,0.007055,0,1,17,4.815624,24365,-30.0,0,1,0
24438,2015-05-30 00:00:00,1.09821,3,1.09797,1.10053,1.09536,1.09935,1.01032,1.002746,1.386491,56.10899,0,1.617599,-1.891304,0.125529,0.402407,-0.359804,0.16121,1.296418,0.001822,0.019175,0,1,12,1.760131,1.09935,1.09973,1.09721,1.09821,1.012253,0.886155,1.475896,53.910259,0,0.699915,-0.877193,-0.103805,0.390442,-0.40887,0.125529,1.617599,0.0,0.168894,0,1,13,1.658153,1.09821,1.09914,1.09751,1.09895,1.012244,0.883867,1.523854,55.139165,0,0.099319,-0.945946,0.067337,0.372903,-0.455157,-0.103805,0.699915,0.0,0.027342,0,1,14,1.724373,24440,40.0,1,0,1
24623,2015-07-10 20:00:00,1.11489,2,1.11133,1.12153,1.10965,1.11842,1.014423,1.166174,1.905955,65.884551,0,1.484366,-0.236953,0.63393,0.4975,-0.802744,0.143972,1.069453,0.0,0.170615,0,4,16,3.435203,1.11845,1.12071,1.11352,1.11483,1.018019,0.930231,2.044686,60.099891,0,1.364103,-0.361878,-0.324713,0.509519,-0.818614,0.63393,1.484366,0.002682,0.348759,0,3,17,3.124243,1.11489,1.11696,1.11192,1.11444,1.015453,0.878591,2.000618,59.48883,0,0.83226,-5.6,-0.040379,0.505594,-0.832786,-0.324713,1.364103,0.005382,-0.143688,0,2,18,3.090341,24624,10.0,0,1,1
24693,2015-07-28 00:00:00,1.10942,3,1.10661,1.11292,1.10495,1.11117,1.016267,1.099388,1.980221,71.347062,0,1.722813,-0.364035,0.410378,0.394804,-1.619289,-0.18525,1.411691,0.0,-0.066927,0,0,44,2.805151,1.11117,1.11229,1.10905,1.10942,1.019124,0.966966,1.99285,67.587615,0,0.716989,-0.211429,-0.15774,0.388042,-1.589916,0.410378,1.722813,0.0,0.371058,0,0,45,2.651836,1.10942,1.10952,1.10842,1.10882,1.017912,0.893674,2.024654,66.297749,0,0.320777,-0.666667,-0.054112,0.367606,-1.555343,-0.15774,0.716989,0.0,-0.056805,0,0,46,2.599159,24695,10.0,0,1,1
24756,2015-08-11 04:00:00,1.10152,3,1.09932,1.10411,1.09887,1.10177,1.010617,1.074808,1.228401,66.71327,0,1.120995,-0.183673,0.222369,0.345972,-0.559486,0.296547,1.545261,0.0,0.461685,0,0,21,1.975911,1.10177,1.10225,1.10123,1.10152,1.012756,0.977753,1.323073,65.900592,0,0.320494,-1.16,-0.022696,0.327947,-0.544793,0.222369,1.120995,0.0,0.214766,0,0,22,1.953664,1.10152,1.1032,1.0969,1.09797,1.008283,0.710244,1.296182,55.552056,0,1.055989,-0.301408,-0.323324,0.346491,-0.53496,-0.022696,0.320494,0.0,-0.393197,0,0,23,1.636657,24756,40.0,1,0,1
24767,2015-08-13 00:00:00,1.11737,3,1.11467,1.12137,1.1141,1.11984,1.022825,1.1684,2.375949,81.987501,0,1.954245,-0.110251,0.461673,0.387717,-0.300967,0.290674,1.649857,0.001794,0.242035,0,0,32,3.557651,1.11983,1.12057,1.11581,1.11737,1.02445,0.989604,2.581628,75.270501,0,1.052308,-0.634146,-0.22016,0.391247,-0.270318,0.461673,1.954245,-0.000893,0.153487,0,0,33,3.344461,1.11737,1.11747,1.1151,1.11546,1.02332,0.87569,2.664775,70.463097,0,0.319791,-0.188482,-0.17123,0.379099,-0.238897,-0.22016,1.052308,0.0,-0.063631,0,0,34,3.178958,24768,10.0,0,1,1
