candidate_mode,signal_index,signal_time,entry_price,session,a_open,a_high,a_low,a_close,a_bb_touch_strength,a_bb_position,a_bb_width_pct,a_rsi_value,a_rsi_divergence,a_volume_ratio,a_candle_rejection,a_candle_body_pct,a_atr_pct,a_trend_strength,a_prev_candle_body_pct,a_prev_volume_ratio,a_gap_from_prev_close,a_price_momentum,a_prev_was_selloff,a_previous_touches,a_time_since_last_touch,a_support_distance_pct,b_open,b_high,b_low,b_close,b_bb_touch_strength,b_bb_position,b_bb_width_pct,b_rsi_value,b_rsi_divergence,b_volume_ratio,b_candle_rejection,b_candle_body_pct,b_atr_pct,b_trend_strength,b_prev_candle_body_pct,b_prev_volume_ratio,b_gap_from_prev_close,b_price_momentum,b_prev_was_selloff,b_previous_touches,b_time_since_last_touch,b_support_distance_pct,c_open,c_high,c_low,c_close,c_bb_touch_strength,c_bb_position,c_bb_width_pct,c_rsi_value,c_rsi_divergence,c_volume_ratio,c_candle_rejection,c_candle_body_pct,c_atr_pct,c_trend_strength,c_prev_candle_body_pct,c_prev_volume_ratio,c_gap_from_prev_close,c_price_momentum,c_prev_was_selloff,c_previous_touches,c_time_since_last_touch,c_support_distance_pct,exit_index,final_pnl_pips,hit_tp_first,hit_sl_first,is_profitable
broad_v2,244,2000-03-09 08:00:00,0.9617,1,0.961,0.9647,0.9609,0.9632,1.006566,0.969678,0.921311,52.635622,0,0.701835,-0.045455,0.228405,0.541014,-1.75815,0.114476,0.877128,0.010407,0.208572,0,5,2,0.0,0.9632,0.9635,0.961,0.9618,1.006725,0.797803,0.943548,50.342716,0,0.722998,-0.571429,-0.14556,0.521668,-1.75681,0.228405,0.701835,0.0,0.010407,0,5,3,0.0,0.9617,0.9653,0.9595,0.9613,1.004961,0.719637,0.946847,49.513145,0,1.373801,-4.5,-0.04161,0.527754,-1.729897,-0.14556,0.722998,-0.010397,-0.156087,0,4,4,0.0,244,-30.0,0,1,0
broad_v2,248,2000-03-10 00:00:00,0.9669,3,0.9625,0.9698,0.962,0.9676,1.008298,1.182177,1.191288,59.176315,0,1.154753,-0.098039,0.527077,0.532291,-1.688921,0.176568,1.355042,-0.031159,0.156169,0,4,6,0.0,0.9671,0.9689,0.9656,0.9668,1.01257,1.022712,1.34307,57.641486,0,0.717996,-4.0,-0.03103,0.51906,-1.68013,0.527077,1.154753,-0.051674,0.37422,0,4,7,0.0,0.9669,0.9678,0.9658,0.9672,1.012996,0.97176,1.477507,58.22491,0,0.64184,-3.666667,0.031017,0.496555,-1.668269,-0.03103,0.717996,0.010343,0.020713,0,4,8,0.0,251,10.0,0,1,1
broad_v2,250,2000-03-10 08:00:00,0.9669,1,0.9669,0.9678,0.9658,0.9672,1.012996,0.97176,1.477507,58.22491,0,0.64184,-3.666667,0.031017,0.496555,-1.668269,-0.03103,0.717996,0.010343,0.020713,0,4,8,0.0,0.9673,0.969,0.9656,0.9668,1.012813,0.890158,1.568374,57.373885,0,0.739468,-2.4,-0.051717,0.486397,-1.652772,0.031017,0.64184,0.010339,-0.020708,0,4,9,0.0,0.9669,0.9681,0.9649,0.9676,1.012069,0.889955,1.660475,58.674841,0,1.254232,-2.857143,0.072344,0.474904,-1.633991,-0.051717,0.739468,0.010343,-0.072494,0,4,10,0.0,251,10.0,0,1,1
broad_v2,259,2000-03-13 16:00:00,0.9718,1,0.965,0.973,0.9645,0.9721,1.008466,1.07195,1.519405,64.374876,0,1.331509,-0.070423,0.730378,0.45732,-1.555756,0.134701,0.644925,-0.010362,0.124572,0,2,17,0.0,0.9717,0.9723,0.968,0.9716,1.011982,0.965946,1.616859,63.232057,0,1.386465,-36.0,-0.010292,0.456484,-1.530774,0.730378,1.331509,-0.041148,0.362882,0,2,18,0.0,0.9718,0.9724,0.9617,0.9631,1.003634,0.373991,1.35317,47.722002,0,1.349991,-0.16092,-0.903333,0.506976,-1.550877,-0.010292,1.386465,0.020585,-0.650826,0,1,19,0.0,259,40.0,1,0,1
broad_v2,260,2000-03-13 20:00:00,0.963,2,0.9717,0.9723,0.968,0.9716,1.011982,0.965946,1.616859,63.232057,0,1.386465,-36.0,-0.010292,0.456484,-1.530774,0.730378,1.331509,-0.041148,0.362882,0,2,18,0.0,0.9718,0.9724,0.9617,0.9631,1.003634,0.373991,1.35317,47.722002,0,1.349991,-0.16092,-0.903333,0.506976,-1.550877,-0.010292,1.386465,0.020585,-0.650826,0,1,19,0.0,0.963,0.966,0.9628,0.9636,1.004188,0.391479,1.274876,48.521899,0,0.791023,-0.333333,0.062267,0.49424,-1.55604,-0.903333,1.349991,-0.010383,0.114381,0,0,20,0.0,260,-30.0,0,1,0
broad_v2,283,2000-03-17 16:00:00,0.9675,1,0.9696,0.9718,0.967,0.9675,1.004291,0.529735,0.903997,51.033008,0,1.349124,-0.238095,-0.217054,0.4379,-1.30863,0.0,0.491159,0.0,-0.216696,0,1,16,0.0,0.9675,0.9681,0.9657,0.9673,1.002271,0.480956,0.814156,50.550848,0,1.366622,-8.0,-0.020676,0.424428,-1.291688,-0.217054,1.349124,0.0,-0.134436,0,1,17,0.0,0.9675,0.9718,0.9671,0.9711,1.00316,0.931687,0.781472,58.561714,1,1.18157,-0.111111,0.370714,0.42714,-1.258058,-0.020676,1.366622,0.020676,0.144973,0,1,18,0.0,283,-30.0,0,1,0
broad_v2,287,2000-03-20 04:00:00,0.972,3,0.9721,0.9732,0.972,0.9729,1.007309,1.068179,0.768563,61.849255,0,0.046061,-0.125,0.082228,0.394888,-1.187172,0.102891,0.743865,0.020578,0.16488,0,0,20,0.0,0.9725,0.9727,0.9705,0.9719,1.005843,0.88465,0.821113,58.95896,0,0.42097,-2.333333,-0.061735,0.384697,-1.160665,0.082228,0.046061,-0.041114,-0.154321,0,0,21,0.0,0.972,0.9729,0.9714,0.9721,1.006595,0.865867,0.841871,59.36793,0,0.597797,-6.0,0.010287,0.368167,-1.131365,-0.061735,0.42097,0.010289,0.092736,0,0,22,0.0,290,10.0,0,1,1
broad_v2,290,2000-03-20 16:00:00,0.9713,1,0.9718,0.9746,0.9707,0.972,1.005658,0.818332,0.852287,59.051079,0,1.400941,-5.5,0.020576,0.370564,-1.10499,0.010287,0.597797,-0.030861,-0.072061,0,0,23,0.0,0.9721,0.9722,0.9693,0.9713,1.004012,0.711327,0.851662,56.767146,0,1.488244,-2.5,-0.082364,0.36567,-1.07109,0.020576,1.400941,0.010288,-0.144226,0,0,24,0.0,0.9713,0.9721,0.9684,0.9716,1.002828,0.724,0.844738,57.525362,0,1.251801,-9.666667,0.030877,0.366647,-1.044514,-0.082364,1.488244,0.0,-0.092851,0,0,25,0.0,291,10.0,0,1,1
broad_v2,360,2000-04-05 00:00:00,0.9595,3,0.9548,0.9666,0.9515,0.9661,1.001058,1.268624,1.285869,63.764194,1,1.409178,-0.292035,1.169651,0.505562,-0.780095,-0.041911,1.604706,0.041911,-0.042021,0,1,8,0.0,0.9674,0.9749,0.9589,0.9595,1.008839,0.732856,1.283898,52.522261,0,1.050302,-0.075949,-0.823345,0.59179,-0.79703,1.169651,1.409178,0.134562,0.777719,0,1,9,0.0,0.9595,0.963,0.9592,0.9624,1.009328,0.945573,1.333611,56.178154,0,0.713268,-0.103448,0.30133,0.576066,-0.809331,-0.823345,1.050302,0.0,0.031286,0,1,10,0.0,360,-30.0,0,1,0
broad_v2,363,2000-04-05 12:00:00,0.9632,1,0.9628,0.9642,0.9618,0.9635,1.012447,0.975159,1.449357,57.514514,0,0.87198,-1.428571,0.072652,0.5521,-0.818059,0.30133,0.713268,0.041563,0.271059,0,1,11,0.0,0.9634,0.965,0.9594,0.9633,1.010213,0.912166,1.557642,57.173128,0,1.455307,-39.0,-0.010381,0.554295,-0.819059,0.072652,0.87198,-0.010379,-0.249532,0,1,12,0.0,0.9632,0.9704,0.9627,0.9691,1.014797,1.123895,1.898623,63.870623,0,1.688633,-0.084746,0.608812,0.568376,-0.807708,-0.010381,1.455307,-0.010381,0.343965,0,1,13,0.0,363,-30.0,0,1,0
broad_v2,365,2000-04-05 20:00:00,0.9624,2,0.9632,0.9704,0.9627,0.9691,1.014797,1.123895,1.898623,63.870623,0,1.688633,-0.084746,0.608812,0.568376,-0.807708,-0.010381,1.455307,-0.010381,0.343965,0,1,13,0.0,0.9691,0.9712,0.9621,0.9629,1.013926,0.756374,1.933685,54.126279,0,1.528993,-0.129032,-0.643888,0.59868,-0.826618,0.608812,1.688633,0.0,-0.062325,0,1,14,0.0,0.9624,0.9649,0.9607,0.9624,1.012376,0.712138,1.969875,53.418486,0,0.682311,0.0,0.0,0.587378,-0.847101,-0.643888,1.528993,-0.051926,-0.145515,1,1,15,0.0,366,0.0,0,1,0
broad_v2,366,2000-04-06 00:00:00,0.9624,3,0.9691,0.9712,0.9621,0.9629,1.013926,0.756374,1.933685,54.126279,0,1.528993,-0.129032,-0.643888,0.59868,-0.826618,0.608812,1.688633,0.0,-0.062325,0,1,14,0.0,0.9624,0.9649,0.9607,0.9624,1.012376,0.712138,1.969875,53.418486,0,0.682311,0.0,0.0,0.587378,-0.847101,-0.643888,1.528993,-0.051926,-0.145515,1,1,15,0.0,0.9624,0.9626,0.9602,0.9621,1.011616,0.679186,1.985048,52.970906,0,0.519807,-6.333333,-0.031182,0.563411,-0.868621,0.0,0.682311,0.0,-0.052045,0,1,16,0.0,367,10.0,0,1,1
broad_v2,413,2000-04-17 12:00:00,0.9587,1,0.9655,0.967,0.965,0.9655,1.016732,0.980219,1.745334,60.447069,0,0.396093,0.0,0.0,0.46092,-0.394148,0.020725,0.23237,0.051813,0.041468,0,5,8,0.0,0.9653,0.9679,0.9583,0.9585,1.009686,0.564616,1.737657,49.853101,0,1.600102,-0.029412,-0.709442,0.502663,-0.397705,0.0,0.396093,-0.020715,-0.694301,0,5,9,0.0,0.9587,0.9622,0.9561,0.9564,1.007457,0.442956,1.739582,47.181562,0,1.771073,-0.130435,-0.240485,0.513342,-0.417503,-0.709442,1.600102,0.020866,-0.229573,1,5,10,0.0,413,-30.0,0,1,0
broad_v2,446,2000-04-24 20:00:00,0.9404,2,0.9398,0.9449,0.9395,0.944,1.005364,0.997587,1.015274,54.159266,0,1.069995,-0.071429,0.444915,0.342669,-1.21107,0.021283,0.832524,0.010642,0.085224,0,1,18,0.0,0.9441,0.9451,0.9385,0.9403,1.003238,0.69501,0.740017,45.915051,0,1.151021,-0.473684,-0.404126,0.36958,-1.232373,0.444915,1.069995,0.010593,-0.10644,0,1,19,0.0,0.9404,0.9409,0.9374,0.9378,1.002062,0.335213,0.740017,41.336451,0,0.734338,-0.153846,-0.277245,0.370755,-1.265622,-0.404126,1.151021,0.010635,-0.117208,0,0,20,0.0,447,20.0,0,1,1
broad_v2,507,2000-05-08 16:00:00,0.8947,1,0.9014,0.9045,0.8982,0.9013,1.011573,0.907361,1.646521,51.650861,0,1.390478,-31.0,-0.011095,0.582187,-4.013481,0.04437,0.579937,-0.011093,-0.244336,0,7,13,0.0,0.9015,0.9022,0.8915,0.895,1.003888,0.498566,1.558172,41.905096,0,1.810521,-0.538462,-0.726257,0.629803,-4.064749,-0.011095,1.390478,0.02219,-0.745936,0,6,14,0.0,0.8947,0.8974,0.8914,0.8961,1.003463,0.565036,1.537265,43.89564,0,1.520684,-2.357143,0.156233,0.631925,-4.079679,-0.726257,1.810521,-0.03352,-0.011217,1,5,15,0.0,508,20.0,0,1,1
broad_v2,516,2000-05-10 04:00:00,0.9073,3,0.9064,0.908,0.9056,0.9076,1.018337,1.076016,1.895011,62.488377,0,0.671864,-0.666667,0.132217,0.585166,-4.026333,0.959947,1.28642,0.011034,1.11657,0,0,22,0.0,0.9075,0.9093,0.9064,0.9072,1.018363,0.9951,1.917151,61.658533,0,0.581193,-2.666667,-0.033069,0.566441,-3.997575,0.132217,0.671864,-0.011018,0.088339,0,0,23,0.0,0.9073,0.9075,0.9058,0.9069,1.016921,0.929201,1.935049,61.004194,0,0.715063,-2.75,-0.044106,0.539545,-3.967802,-0.033069,0.581193,0.011023,-0.066196,0,0,24,0.0,517,-30.0,0,1,0
broad_v2,517,2000-05-10 08:00:00,0.907,1,0.9075,0.9093,0.9064,0.9072,1.018363,0.9951,1.917151,61.658533,0,0.581193,-2.666667,-0.033069,0.566441,-3.997575,0.132217,0.671864,-0.011018,0.088339,0,0,23,0.0,0.9073,0.9075,0.9058,0.9069,1.016921,0.929201,1.935049,61.004194,0,0.715063,-2.75,-0.044106,0.539545,-3.967802,-0.033069,0.581193,0.011023,-0.066196,0,0,24,0.0,0.907,0.9106,0.9048,0.91,1.015391,1.025231,2.049185,65.123022,0,1.412794,-0.733333,0.32967,0.544825,-3.916978,-0.044106,0.715063,0.011027,-0.1104,0,0,25,0.0,517,-30.0,0,1,0
broad_v2,520,2000-05-10 20:00:00,0.9106,2,0.9097,0.9129,0.9081,0.9116,1.019055,1.019394,2.229415,67.057044,0,1.462298,-0.842105,0.208425,0.542631,-3.874945,0.32967,1.412794,-0.032967,0.364721,0,0,26,0.0,0.9117,0.9132,0.9089,0.9107,1.020199,0.914298,2.401061,64.877703,0,1.367671,-1.8,-0.109806,0.538096,-3.841935,0.208425,1.462298,0.01097,0.088096,0,0,27,0.0,0.9106,0.9124,0.906,0.9066,1.016427,0.703557,2.401344,55.9559,0,0.854693,-0.15,-0.441209,0.552344,-3.834657,-0.109806,1.367671,-0.010981,-0.319067,0,0,28,0.0,520,40.0,1,0,1
broad_v2,521,2000-05-11 00:00:00,0.9069,3,0.9117,0.9132,0.9089,0.9107,1.020199,0.914298,2.401061,64.877703,0,1.367671,-1.8,-0.109806,0.538096,-3.841935,0.208425,1.462298,0.01097,0.088096,0,0,27,0.0,0.9106,0.9124,0.906,0.9066,1.016427,0.703557,2.401344,55.9559,0,0.854693,-0.15,-0.441209,0.552344,-3.834657,-0.109806,1.367671,-0.010981,-0.319067,0,0,28,0.0,0.9069,0.907,0.9013,0.9017,1.010576,0.465443,2.340839,47.541437,0,0.661779,-0.076923,-0.576688,0.560831,-3.842852,-0.441209,0.854693,0.033091,-0.518764,0,0,29,0.0,521,40.0,1,0,1
broad_v2,534,2000-05-15 00:00:00,0.9179,3,0.9109,0.9201,0.9105,0.9197,1.014352,1.238833,1.966335,69.945381,0,0.803101,-0.045455,0.956834,0.581621,-3.582527,0.790427,1.19853,0.0,0.808237,0,0,40,0.0,0.9195,0.9199,0.9185,0.9185,1.024179,1.050152,2.276257,67.747852,0,0.023156,0.0,-0.108873,0.551669,-3.549973,0.956834,0.803101,-0.021746,0.878638,0,0,41,0.0,0.9179,0.919,0.9173,0.9176,1.023371,0.941151,2.487473,66.071234,0,0.190557,-1.0,-0.032694,0.526,-3.515748,-0.108873,0.023156,-0.065324,-0.130648,0,0,42,0.0,536,40.0,1,0,1
broad_v2,535,2000-05-15 04:00:00,0.9178,3,0.9195,0.9199,0.9185,0.9185,1.024179,1.050152,2.276257,67.747852,0,0.023156,0.0,-0.108873,0.551669,-3.549973,0.956834,0.803101,-0.021746,0.878638,0,0,41,0.0,0.9179,0.919,0.9173,0.9176,1.023371,0.941151,2.487473,66.071234,0,0.190557,-1.0,-0.032694,0.526,-3.515748,-0.108873,0.023156,-0.065324,-0.130648,0,0,42,0.0,0.9178,0.9188,0.917,0.9182,1.023432,0.910732,2.68348,66.663547,0,0.317887,-2.0,0.043563,0.502112,-3.474951,-0.032694,0.190557,0.021796,-0.032705,0,0,43,0.0,537,20.0,0,1,1
broad_v2,571,2000-05-23 00:00:00,0.9028,3,0.9,0.9059,0.8982,0.9046,1.010169,1.197594,1.439733,61.763477,0,1.31494,-0.391304,0.508512,0.496555,-2.317323,0.011114,1.48852,0.022227,0.0,0,2,8,0.0,0.904,0.9073,0.9022,0.9029,1.014704,0.983313,1.563108,57.901987,0,0.860613,-0.636364,-0.12183,0.502301,-2.299147,0.508512,1.31494,-0.066328,0.445335,0,1,9,0.0,0.9028,0.9041,0.902,0.9038,1.014865,0.968281,1.729259,59.350933,0,0.583218,-0.8,0.110644,0.482555,-2.262005,-0.12183,0.860613,-0.011075,-0.022168,0,1,10,0.0,573,-30.0,0,1,0
broad_v2,575,2000-05-23 16:00:00,0.9119,1,0.9044,0.9137,0.9037,0.912,1.018483,1.168427,2.354372,70.157188,0,1.480368,-0.092105,0.833333,0.505206,-2.173849,0.06635,0.861141,0.011058,0.022136,0,1,12,0.0,0.9115,0.9156,0.9083,0.9117,1.024243,1.040154,2.663375,69.426824,0,1.702837,-16.0,0.021937,0.526467,-2.140397,0.833333,1.480368,-0.054825,0.509018,0,1,13,0.0,0.9119,0.9124,0.9025,0.9043,1.016949,0.708722,2.642342,54.386592,0,1.377672,-0.236842,-0.840429,0.57106,-2.123189,0.021937,1.702837,0.021937,-0.638556,0,1,14,0.0,575,40.0,1,0,1
broad_v2,576,2000-05-23 20:00:00,0.9044,2,0.9115,0.9156,0.9083,0.9117,1.024243,1.040154,2.663375,69.426824,0,1.702837,-16.0,0.021937,0.526467,-2.140397,0.833333,1.480368,-0.054825,0.509018,0,1,13,0.0,0.9119,0.9124,0.9025,0.9043,1.016949,0.708722,2.642342,54.386592,0,1.377672,-0.236842,-0.840429,0.57106,-2.123189,0.021937,1.702837,0.021937,-0.638556,0,1,14,0.0,0.9044,0.9072,0.9018,0.9071,1.01547,0.794706,2.66167,58.08651,0,0.878257,-0.962963,0.297652,0.571155,-2.075956,-0.840429,1.377672,0.011058,-0.077562,0,1,15,0.0,577,10.0,0,1,1
broad_v2,596,2000-05-29 00:00:00,0.9328,3,0.9312,0.9336,0.9311,0.9325,1.04166,1.170268,3.626726,78.42538,0,0.073691,-0.076923,0.13941,0.615269,-1.533727,1.718029,1.56915,-0.010738,1.982475,0,1,8,0.0,0.9315,0.9315,0.9315,0.9315,1.042996,1.030615,4.086592,76.459345,0,0.000963,0.0,0.0,0.579603,-1.456683,0.13941,0.073691,-0.107239,0.04296,0,1,9,0.0,0.9328,0.9335,0.9299,0.9324,1.041955,0.972414,4.499063,77.017756,0,0.487565,-6.25,-0.0429,0.565262,-1.372855,0.0,0.000963,0.13956,-0.171766,0,1,10,0.0,597,10.0,0,1,1
broad_v2,615,2000-06-01 04:00:00,0.9359,3,0.9351,0.9382,0.9347,0.9377,1.011211,0.97926,1.465488,68.097216,0,0.819966,-0.153846,0.277274,0.555127,0.195532,0.406287,1.477641,-0.021384,0.874164,0,0,27,0.0,0.9376,0.9382,0.9359,0.9362,1.012666,0.839459,1.535645,64.926814,0,0.417186,-0.214286,-0.149541,0.533849,0.289468,0.277274,0.819966,-0.010664,0.128383,0,0,28,0.0,0.9359,0.9373,0.9351,0.9367,1.011923,0.838621,1.615096,65.503349,0,0.60975,-1.0,0.085406,0.512228,0.380698,-0.149541,0.417186,-0.032044,-0.085479,0,0,29,0.0,616,40.0,1,0,1
broad_v2,625,2000-06-02 20:00:00,0.944,2,0.9361,0.9451,0.9339,0.9439,1.007486,1.252145,1.448817,69.925104,0,1.647015,-0.282051,0.826359,0.53116,0.954126,0.491663,1.420802,0.053442,0.386972,0,0,37,0.0,0.9437,0.9498,0.9411,0.9438,1.016184,1.114791,1.69876,69.715825,0,1.481379,-26.0,0.010595,0.559116,1.023734,0.826359,1.647015,-0.021189,0.77096,0,0,38,0.0,0.944,0.9464,0.9418,0.946,1.018051,1.10065,2.031658,71.721056,0,0.748022,-1.1,0.211416,0.552704,1.109778,0.010595,1.481379,0.021191,0.074381,0,0,39,0.0,626,10.0,0,1,1
