candidate_mode,signal_index,signal_time,entry_price,session,a_open,a_high,a_low,a_close,a_bb_touch_strength,a_bb_position,a_bb_width_pct,a_rsi_value,a_rsi_divergence,a_volume_ratio,a_candle_rejection,a_candle_body_pct,a_atr_pct,a_trend_strength,a_prev_candle_body_pct,a_prev_volume_ratio,a_gap_from_prev_close,a_price_momentum,a_prev_was_selloff,a_previous_touches,a_time_since_last_touch,a_support_distance_pct,b_open,b_high,b_low,b_close,b_bb_touch_strength,b_bb_position,b_bb_width_pct,b_rsi_value,b_rsi_divergence,b_volume_ratio,b_candle_rejection,b_candle_body_pct,b_atr_pct,b_trend_strength,b_prev_candle_body_pct,b_prev_volume_ratio,b_gap_from_prev_close,b_price_momentum,b_prev_was_selloff,b_previous_touches,b_time_since_last_touch,b_support_distance_pct,c_open,c_high,c_low,c_close,c_bb_touch_strength,c_bb_position,c_bb_width_pct,c_rsi_value,c_rsi_divergence,c_volume_ratio,c_candle_rejection,c_candle_body_pct,c_atr_pct,c_trend_strength,c_prev_candle_body_pct,c_prev_volume_ratio,c_gap_from_prev_close,c_price_momentum,c_prev_was_selloff,c_previous_touches,c_time_since_last_touch,c_support_distance_pct,exit_index,final_pnl_pips,hit_tp_first,hit_sl_first,is_profitable
broad_v2,4901,2003-01-25 00:00:00,1.083,3,1.0777,1.084,1.0756,1.0834,1.008483,1.148013,1.366587,73.890426,0,1.272881,-0.368421,0.526121,0.342581,2.073103,0.009279,1.025231,0.0,-0.065038,0,0,44,0.313827,1.0835,1.0857,1.0815,1.0829,1.013044,1.064217,1.339861,72.331587,0,1.046572,-2.333333,-0.055407,0.345961,2.088051,0.526121,1.272881,0.00923,0.548531,0,0,45,0.267799,1.083,1.0847,1.0819,1.0831,1.013561,0.990168,1.472214,72.580767,0,0.20748,-11.0,0.009233,0.339656,2.103776,-0.055407,1.046572,0.009234,0.036986,0,0,46,0.286215,4904,-30.0,0,1,0
broad_v2,4903,2003-01-27 04:00:00,1.0827,3,1.083,1.0847,1.0819,1.0831,1.013561,0.990168,1.472214,72.580767,0,0.20748,-11.0,0.009233,0.339656,2.103776,-0.055407,1.046572,0.009234,0.036986,0,0,46,0.286215,1.0839,1.0841,1.0817,1.0828,1.013423,0.911512,1.573232,71.539999,0,0.4599,-1.0,-0.101588,0.331314,2.119782,0.009233,0.20748,0.073862,-0.018486,0,0,47,0.258589,1.0827,1.085,1.0825,1.0832,1.014159,0.88358,1.662787,72.114167,0,0.730522,-0.4,0.04616,0.324021,2.137925,-0.101588,0.4599,-0.009235,0.073958,0,0,48,0.295421,4904,-30.0,0,1,0
broad_v2,4906,2003-01-27 16:00:00,1.0865,1,1.0833,1.0889,1.0817,1.0878,1.013822,1.030762,1.877847,77.688734,0,1.17999,-0.355556,0.413679,0.346882,2.158301,0.04616,0.730522,0.009232,-0.073903,0,0,49,0.717044,1.088,1.091,1.0858,1.0866,1.017088,0.920144,1.919956,73.557655,0,1.164148,-0.571429,-0.128842,0.356643,2.188662,0.413679,1.17999,0.018386,0.379033,0,0,50,0.607399,1.0865,1.0872,1.0782,1.0847,1.009125,0.799314,1.884805,67.442647,0,1.353334,-3.611111,-0.165945,0.391014,2.210565,-0.128842,1.164148,-0.009203,-0.699945,0,0,51,0.4333,4906,40.0,1,0,1
broad_v2,4907,2003-01-27 20:00:00,1.0847,2,1.088,1.091,1.0858,1.0866,1.017088,0.920144,1.919956,73.557655,0,1.164148,-0.571429,-0.128842,0.356643,2.188662,0.413679,1.17999,0.018386,0.379033,0,0,50,0.607399,1.0865,1.0872,1.0782,1.0847,1.009125,0.799314,1.884805,67.442647,0,1.353334,-3.611111,-0.165945,0.391014,2.210565,-0.128842,1.164148,-0.009203,-0.699945,0,0,51,0.4333,1.0847,1.0863,1.0829,1.085,1.012873,0.784684,1.873108,67.896457,0,0.952669,-6.0,0.02765,0.385367,2.230783,-0.165945,1.353334,0.0,0.435912,0,0,52,0.460829,4908,0.0,0,1,0
broad_v2,4918,2003-01-29 16:00:00,1.0855,1,1.0865,1.0901,1.0863,1.088,1.008059,0.888425,1.078786,66.563206,0,1.259315,-0.133333,0.137868,0.378933,2.36204,-0.055218,1.015854,-0.009203,0.184451,0,0,61,0.735294,1.0884,1.0885,1.0844,1.0856,1.005341,0.666003,0.964292,59.817286,0,1.145398,-0.428571,-0.257922,0.379621,2.374309,0.137868,1.259315,0.036765,-0.174906,0,0,62,0.515844,1.0855,1.0883,1.0834,1.0837,1.003366,0.44715,0.81154,55.059889,0,1.178745,-0.166667,-0.166098,0.38542,2.382717,-0.257922,1.145398,-0.009211,-0.092217,0,0,63,0.341423,4919,10.0,0,1,1
broad_v2,4946,2003-02-05 04:00:00,1.0878,3,1.0888,1.0895,1.0866,1.0889,1.015639,1.038112,1.698981,65.811185,0,1.030972,-22.0,0.009184,0.434085,2.18459,0.569539,1.20273,0.018372,0.397302,0,4,9,0.817339,1.0888,1.0898,1.0867,1.0881,1.016155,0.940752,1.839297,63.997576,0,0.838198,-2.0,-0.064332,0.423725,2.179809,0.009184,1.030972,-0.009184,0.009203,0,4,10,0.744417,1.0878,1.09,1.0874,1.0887,1.017211,0.921467,1.979986,64.781477,0,0.792275,-0.444444,0.082667,0.4103,2.172683,-0.064332,0.838198,-0.027571,0.064415,0,4,11,0.799118,4947,-30.0,0,1,0
broad_v2,4949,2003-02-05 16:00:00,1.0873,1,1.0888,1.0938,1.0878,1.0918,1.018272,0.988671,2.202331,68.587152,0,1.190361,-0.333333,0.274776,0.419165,2.163217,0.082667,0.792275,0.009185,0.036785,0,4,12,1.080784,1.0918,1.0934,1.087,1.0876,1.017649,0.789961,2.279031,59.246159,0,1.127761,-0.142857,-0.386171,0.43276,2.16187,0.274776,1.190361,0.0,-0.073543,0,4,13,0.698786,1.0873,1.0892,1.0736,1.0764,1.005428,0.345615,2.302537,42.588995,0,1.355219,-0.256881,-1.012635,0.50955,2.148179,-0.386171,1.127761,-0.027584,-1.232751,0,4,14,0.130063,4949,40.0,1,0,1
broad_v2,4950,2003-02-05 20:00:00,1.0766,2,1.0918,1.0934,1.087,1.0876,1.017649,0.789961,2.279031,59.246159,0,1.127761,-0.142857,-0.386171,0.43276,2.16187,0.274776,1.190361,0.0,-0.073543,0,4,13,0.698786,1.0873,1.0892,1.0736,1.0764,1.005428,0.345615,2.302537,42.588995,0,1.355219,-0.256881,-1.012635,0.50955,2.148179,-0.386171,1.127761,-0.027584,-1.232751,0,4,14,0.130063,1.0766,1.0813,1.0749,1.0781,1.00606,0.401114,2.23222,45.111532,0,0.961359,-1.133333,0.139134,0.51481,2.114182,-1.012635,1.355219,0.01858,0.121088,0,3,15,0.287543,4950,-30.0,0,1,0
broad_v2,4986,2003-02-13 16:00:00,1.0771,1,1.0746,1.0809,1.0739,1.0771,1.005862,0.716164,1.229474,53.100269,0,1.15783,-0.28,0.232105,0.411812,1.158852,0.148893,0.952591,0.0,0.149212,0,6,10,0.194968,1.0778,1.0795,1.0749,1.0769,1.006329,0.744884,1.095015,52.679021,0,1.177032,-2.222222,-0.083573,0.412979,1.155075,0.232105,1.15783,0.064989,0.093119,0,6,11,0.176432,1.0771,1.0861,1.0765,1.0845,1.008601,1.246707,1.28285,64.276498,0,1.402298,-0.081081,0.682342,0.444021,1.148963,-0.083573,1.177032,0.018572,0.148851,0,6,12,0.414938,4986,-30.0,0,1,0
broad_v2,4988,2003-02-14 00:00:00,1.0831,3,1.0771,1.0861,1.0765,1.0845,1.008601,1.246707,1.28285,64.276498,0,1.402298,-0.081081,0.682342,0.444021,1.148963,-0.083573,1.177032,0.018572,0.148851,0,6,12,0.414938,1.0845,1.0851,1.0814,1.083,1.013702,1.06309,1.419859,61.093982,0,1.0505,-1.066667,-0.138504,0.43728,1.145568,0.682342,1.402298,0.0,0.455179,0,6,13,0.277008,1.0831,1.0853,1.0827,1.0832,1.015367,0.989123,1.588257,61.368634,0,0.850137,-4.0,0.009232,0.423115,1.136817,-0.138504,1.0505,0.009234,0.120215,0,5,14,0.295421,4991,10.0,0,1,1
broad_v2,5020,2003-02-21 04:00:00,1.0822,3,1.0828,1.0837,1.0809,1.0829,1.013338,1.067299,1.415245,69.244944,0,0.97356,-19.0,0.009234,0.343536,0.343337,0.314001,1.30987,0.0,0.259716,0,0,21,0.267799,1.083,1.0831,1.0814,1.0821,1.014112,0.945463,1.549933,66.36129,0,0.737388,-0.777778,-0.083172,0.330455,0.341327,0.009234,0.97356,0.009234,0.046258,0,0,22,0.194067,1.0822,1.0832,1.0819,1.0826,1.014604,0.914941,1.654141,67.278468,0,0.713709,-0.75,0.036948,0.315287,0.341308,-0.083172,0.737388,0.009241,0.046236,0,0,23,0.240163,5023,40.0,1,0,1
broad_v2,5064,2003-03-04 04:00:00,1.0893,3,1.0875,1.0903,1.0865,1.0895,1.014161,1.188303,1.417201,71.860021,0,1.090849,-0.5,0.18357,0.355264,0.14291,0.707851,1.287164,-0.027579,0.639126,0,1,14,0.87196,1.0895,1.0912,1.0888,1.0893,1.016937,1.051721,1.641211,71.243132,0,0.831207,-2.5,-0.01836,0.345686,0.155696,0.18357,1.090849,0.0,0.211689,0,1,15,0.853759,1.0893,1.0921,1.089,1.0912,1.017858,1.042774,1.891668,73.564852,0,0.848049,-0.157895,0.17412,0.340728,0.168163,-0.01836,0.831207,0.0,0.018369,0,1,16,1.026393,5065,-30.0,0,1,0
broad_v2,5067,2003-03-04 16:00:00,1.0906,1,1.0911,1.0939,1.09,1.0912,1.019268,0.965267,2.090254,73.564852,0,1.174022,-11.0,0.009164,0.341919,0.181085,0.17412,0.848049,-0.009164,0.091827,0,1,17,1.026393,1.0917,1.093,1.0899,1.0909,1.019444,0.898261,2.243298,72.493082,0,1.130993,-1.25,-0.073334,0.337881,0.190164,0.009164,1.174022,0.045821,-0.009174,0,1,18,0.999175,1.0906,1.093,1.088,1.0898,1.017446,0.816558,2.3155,68.549491,0,1.255691,-2.25,-0.073408,0.346835,0.192191,-0.073334,1.130993,-0.0275,-0.174328,0,1,19,0.899248,5068,10.0,0,1,1
broad_v2,5073,2003-03-05 16:00:00,1.0968,1,1.0968,1.1005,1.0958,1.0972,1.022237,0.906676,2.563396,76.138654,0,1.236227,-2.5,0.036456,0.386289,0.224617,0.100264,0.883112,-0.027345,0.009127,0,0,23,1.567627,1.0973,1.0982,1.0949,1.0966,1.020228,0.850694,2.531564,74.072972,0,1.146192,-2.428571,-0.063834,0.380388,0.233996,0.036456,1.236227,0.009114,-0.082132,0,0,24,1.51377,1.0968,1.0993,1.0946,1.0966,1.01909,0.817182,2.531512,74.072972,0,1.217664,-10.0,-0.018238,0.383832,0.251231,-0.063834,1.146192,0.018238,-0.0274,0,0,25,1.51377,5074,10.0,0,1,1
broad_v2,5086,2003-03-07 20:00:00,1.0989,2,1.1028,1.1069,1.1016,1.1054,1.011989,1.065047,1.442981,78.52951,0,1.102436,-0.461538,0.235209,0.365302,0.530351,0.335449,1.119909,-0.018132,0.227459,0,0,36,2.297811,1.1056,1.1066,1.0973,1.0989,1.007388,0.635331,1.384423,59.243787,0,1.267418,-0.238806,-0.609701,0.401665,0.559014,0.235209,1.102436,0.018093,-0.390341,0,0,37,1.719902,1.0989,1.1026,1.0985,1.1011,1.007739,0.756825,1.328822,62.592343,0,0.900307,-0.181818,0.1998,0.398827,0.58269,-0.609701,1.267418,0.0,0.109359,0,0,38,1.916266,5086,-30.0,0,1,0
broad_v2,5093,2003-03-10 20:00:00,1.1056,2,1.1034,1.1064,1.1025,1.1058,1.008371,0.985566,1.148962,68.700241,0,1.128477,-0.375,0.217037,0.349225,0.760083,0.081573,1.062682,0.009064,0.045372,0,0,43,2.333152,1.1056,1.1069,1.1037,1.1055,1.009353,0.906067,1.206577,67.793124,0,1.187142,-18.0,-0.009046,0.345044,0.792673,0.217037,1.128477,-0.018086,0.108844,0,0,44,2.306649,1.1056,1.1064,1.1031,1.1059,1.008605,0.886628,1.251432,68.39239,0,1.038769,-8.333333,0.027127,0.341596,0.828918,-0.009046,1.187142,0.009046,-0.054363,0,0,45,2.341984,5094,10.0,0,1,1
broad_v2,5099,2003-03-11 20:00:00,1.1036,2,1.1048,1.1087,1.1043,1.1071,1.007094,0.898227,1.068314,68.028285,0,1.168279,-0.217391,0.20775,0.338736,0.964276,0.06336,1.137701,0.0,0.363537,0,0,49,2.447837,1.1072,1.1084,1.1017,1.1035,1.004398,0.577108,1.040932,57.166537,0,1.27092,-0.486486,-0.335297,0.358935,1.007023,0.20775,1.168279,0.009033,-0.235443,0,0,50,2.129588,1.1036,1.105,1.1021,1.1044,1.004348,0.636902,1.006716,58.931922,0,1.040233,-1.875,0.072438,0.351782,1.051385,-0.335297,1.27092,0.009062,0.036308,0,0,51,2.209344,5101,0.0,0,1,0
broad_v2,5156,2003-03-25 00:00:00,1.0641,3,1.0638,1.0671,1.0628,1.0646,1.01029,0.879786,1.354878,54.271019,0,1.141699,-1.25,0.075146,0.442525,-1.059459,-0.08461,1.080697,0.009401,0.065907,0,4,5,0.0,1.0645,1.0676,1.0625,1.064,1.010044,0.80698,1.411365,53.029576,0,0.924512,-3.0,-0.046992,0.445385,-1.117669,0.075146,1.141699,-0.009393,-0.028227,0,4,6,0.0,1.0641,1.066,1.0639,1.0654,1.011203,0.856484,1.463635,55.582703,0,0.70984,-0.153846,0.12202,0.427107,-1.146189,-0.046992,0.924512,0.009398,0.131765,0,4,7,0.0,5157,-30.0,0,1,0
broad_v2,5160,2003-03-25 16:00:00,1.069,1,1.0693,1.0723,1.0686,1.0712,1.01655,1.015899,1.855161,64.436127,0,1.181666,-0.368421,0.177371,0.417574,-1.200103,0.3367,1.018714,0.009353,0.300357,0,4,9,0.112024,1.0713,1.0717,1.0679,1.0689,1.016066,0.858171,1.963567,59.15362,0,1.167161,-0.416667,-0.22453,0.413975,-1.231874,0.177371,1.181666,0.009335,-0.065506,0,4,10,0.0,1.069,1.0708,1.0647,1.0649,1.012953,0.655994,1.983629,51.279984,0,1.270228,-0.04878,-0.385013,0.426765,-1.272889,-0.22453,1.167161,0.009355,-0.299654,0,4,11,0.0,5160,40.0,1,0,1
broad_v2,5172,2003-03-27 16:00:00,1.0714,1,1.0701,1.0747,1.0695,1.0733,1.008431,1.028928,1.160866,66.12675,0,1.219949,-0.1875,0.298146,0.367278,-1.407202,-0.028032,0.904017,-0.009344,-0.037387,0,0,21,0.307463,1.0732,1.074,1.0702,1.0714,1.008175,0.85478,1.082776,60.747384,0,1.140667,-0.666667,-0.168004,0.366983,-1.425565,0.298146,1.219949,-0.009317,0.065451,0,0,22,0.13067,1.0714,1.0726,1.0674,1.0683,1.005247,0.572044,1.059733,53.150217,0,1.188557,-0.290323,-0.290181,0.376527,-1.453712,-0.168004,1.140667,0.0,-0.261633,0,0,23,0.0,5172,40.0,1,0,1
broad_v2,5173,2003-03-27 20:00:00,1.0683,2,1.0732,1.074,1.0702,1.0714,1.008175,0.85478,1.082776,60.747384,0,1.140667,-0.666667,-0.168004,0.366983,-1.425565,0.298146,1.219949,-0.009317,0.065451,0,0,22,0.13067,1.0714,1.0726,1.0674,1.0683,1.005247,0.572044,1.059733,53.150217,0,1.188557,-0.290323,-0.290181,0.376527,-1.453712,-0.168004,1.140667,0.0,-0.261633,0,0,23,0.0,1.0683,1.07,1.0675,1.0699,1.00487,0.692449,1.024353,56.195225,0,0.849323,-0.5,0.149547,0.3658,-1.437751,-0.290181,1.188557,0.0,0.009369,0,0,24,0.0,5175,0.0,0,1,0
broad_v2,5180,2003-03-29 00:00:00,1.0784,3,1.0759,1.0795,1.0748,1.0795,1.012331,1.164128,1.429204,69.198462,0,1.173333,-0.305556,0.333488,0.369282,-1.323529,0.362353,1.073305,-0.037164,0.261194,0,0,29,0.41686,1.0787,1.0805,1.0769,1.0784,1.014764,0.99898,1.606342,66.503983,0,0.859723,-5.0,-0.027819,0.3671,-1.299054,0.333488,1.173333,-0.074108,0.195385,0,0,30,0.315282,1.0784,1.0791,1.0775,1.0781,1.015084,0.92323,1.680786,65.752013,0,0.086405,-2.0,-0.027827,0.351574,-1.27465,-0.027819,0.859723,0.0,0.055715,0,0,31,0.287543,5182,-30.0,0,1,0
broad_v2,5181,2003-03-31 00:00:00,1.0797,3,1.0787,1.0805,1.0769,1.0784,1.014764,0.99898,1.606342,66.503983,0,0.859723,-5.0,-0.027819,0.3671,-1.299054,0.333488,1.173333,-0.074108,0.195385,0,0,30,0.315282,1.0784,1.0791,1.0775,1.0781,1.015084,0.92323,1.680786,65.752013,0,0.086405,-2.0,-0.027827,0.351574,-1.27465,-0.027819,0.859723,0.0,0.055715,0,0,31,0.287543,1.0797,1.0808,1.078,1.0805,1.015511,0.978063,1.81014,68.79214,0,0.531363,-2.125,0.07404,0.344246,-1.244794,-0.027827,0.086405,0.148409,0.046404,0,0,32,0.046275,5182,0.0,0,1,0
broad_v2,5188,2003-04-01 04:00:00,1.0905,3,1.0902,1.0929,1.0891,1.0927,1.026091,1.014496,2.864492,79.990897,0,1.057565,-0.44,0.228791,0.372097,-1.000595,0.229316,1.271601,0.0,0.193192,0,0,37,1.162259,1.0926,1.0934,1.0902,1.0905,1.026778,0.891366,2.990414,73.970843,0,0.8705,-0.142857,-0.192572,0.367176,-0.94663,0.228791,1.057565,-0.009152,0.101001,0,0,38,0.962861,1.0905,1.0922,1.0901,1.0913,1.026274,0.869516,3.102724,74.716016,0,0.832832,-0.5,0.073307,0.354444,-0.890085,-0.192572,0.8705,0.0,-0.009173,0,0,39,1.035462,5190,10.0,0,1,1
broad_v2,5249,2003-04-15 00:00:00,1.0773,3,1.075,1.0814,1.0746,1.0778,1.002306,0.652391,0.807702,55.708059,0,1.343363,-0.142857,0.259788,0.412867,-0.516933,0.037206,1.230321,-0.009301,0.149115,0,0,31,0.259788,1.0775,1.0789,1.0759,1.0772,1.003509,0.580908,0.809446,54.373033,0,0.931009,-4.333333,-0.02785,0.403483,-0.517221,0.259788,1.343363,-0.027834,0.120975,0,0,32,0.204233,1.0773,1.0785,1.0765,1.0779,1.004068,0.656722,0.814982,55.706682,0,0.661493,-1.333333,0.055664,0.387673,-0.516374,-0.02785,0.931009,0.009283,0.055767,0,0,33,0.269042,5252,20.0,0,1,1
broad_v2,5255,2003-04-16 00:00:00,1.0796,3,1.0791,1.0816,1.0776,1.08,1.005341,0.893826,0.844494,58.855595,0,1.33845,-1.666667,0.083333,0.390529,-0.493611,0.352145,1.352048,0.0,0.353883,0,0,37,0.0,1.08,1.0824,1.079,1.0798,1.006647,0.871825,0.844494,58.340122,0,1.034716,-4.0,-0.018522,0.385192,-0.486618,0.083333,1.33845,0.0,0.129918,0,0,38,0.444527,1.0796,1.0811,1.0786,1.0797,1.00634,0.84621,0.866685,58.066282,0,0.69223,-10.0,0.009262,0.374251,-0.478976,-0.018522,1.034716,-0.018522,-0.037071,0,0,39,0.435306,5257,-30.0,0,1,0
broad_v2,5256,2003-04-16 04:00:00,1.0796,3,1.08,1.0824,1.079,1.0798,1.006647,0.871825,0.844494,58.340122,0,1.034716,-4.0,-0.018522,0.385192,-0.486618,0.083333,1.33845,0.0,0.129918,0,0,38,0.444527,1.0796,1.0811,1.0786,1.0797,1.00634,0.84621,0.866685,58.066282,0,0.69223,-10.0,0.009262,0.374251,-0.478976,-0.018522,1.034716,-0.018522,-0.037071,0,0,39,0.435306,1.0796,1.0808,1.0783,1.0804,1.006198,0.883557,0.91902,59.499374,0,0.747481,-1.625,0.074047,0.363822,-0.466725,0.009262,0.69223,-0.009262,-0.027814,0,0,40,0.037023,5257,-30.0,0,1,0
broad_v2,5259,2003-04-16 16:00:00,1.0835,1,1.0805,1.0854,1.0803,1.0844,1.008743,1.126963,1.10933,66.536948,0,1.148646,-0.051282,0.359646,0.370181,-0.446653,0.074047,0.747481,0.009256,0.185477,0,0,41,0.405754,1.0845,1.0853,1.0819,1.0833,1.010419,0.958357,1.216113,63.280469,0,1.270527,-1.166667,-0.110773,0.366507,-0.429059,0.359646,1.148646,0.009222,0.148107,0,0,42,0.304625,1.0835,1.0886,1.0828,1.0884,1.011357,1.180094,1.395834,70.491465,0,1.370855,-0.142857,0.450202,0.376797,-0.399945,-0.110773,1.270527,0.018462,0.083187,0,0,43,0.771775,5259,-30.0,0,1,0
broad_v2,5264,2003-04-17 12:00:00,1.0918,1,1.0918,1.0977,1.0901,1.0955,1.020525,1.086949,2.326033,77.654439,0,1.042087,-0.459459,0.337745,0.384356,-0.289046,0.02748,0.780237,0.00916,-0.009173,0,0,46,1.414879,1.0955,1.0965,1.0908,1.0914,1.020523,0.879213,2.369651,66.897173,0,1.142463,-0.146341,-0.375664,0.395547,-0.242533,0.337745,1.042087,0.0,0.064214,0,0,47,1.04453,1.0918,1.0945,1.0898,1.0926,1.019033,0.879749,2.431175,68.282085,0,1.22376,-2.5,0.07322,0.397616,-0.177375,-0.375664,1.142463,0.03665,-0.091676,0,0,48,1.153213,5265,10.0,0,1,1
broad_v2,5285,2003-04-22 20:00:00,1.0959,2,1.0944,1.0999,1.0941,1.0987,1.010092,1.32158,1.079088,71.227631,0,1.635019,-0.069767,0.391372,0.346887,0.474515,0.731328,1.416683,0.045708,0.801548,0,1,5,1.702011,1.0984,1.1004,1.0948,1.0959,1.011097,1.020579,1.179854,64.261391,0,1.59059,-0.44,-0.228123,0.359432,0.509444,0.391372,1.635019,-0.027305,0.06398,0,1,6,1.450862,1.0959,1.0978,1.0948,1.0968,1.011384,0.996977,1.318471,65.431691,0,1.101677,-1.222222,0.082057,0.353022,0.542989,-0.228123,1.59059,0.0,0.0,0,1,7,1.531729,5289,10.0,0,1,1
broad_v2,5287,2003-04-23 04:00:00,1.0963,3,1.0959,1.0978,1.0948,1.0968,1.011384,0.996977,1.318471,65.431691,0,1.101677,-1.222222,0.082057,0.353022,0.542989,-0.228123,1.59059,0.0,0.0,0,1,7,1.531729,1.0969,1.0981,1.0961,1.0967,1.012687,0.925611,1.420372,65.176309,0,0.846552,-3.0,-0.018237,0.340862,0.579694,0.082057,1.101677,0.009117,0.118743,0,1,8,1.52275,1.0963,1.0984,1.0953,1.0977,1.012116,0.925872,1.536257,66.581002,0,0.978355,-0.714286,0.127539,0.336398,0.615879,-0.018237,0.846552,-0.036473,-0.072986,0,1,9,1.612462,5289,10.0,0,1,1
broad_v2,5296,2003-04-24 16:00:00,1.0999,1,1.0975,1.1037,1.0974,1.1013,1.012487,0.916677,1.739524,66.595164,0,1.182929,-0.026316,0.345047,0.364257,0.921093,0.173121,0.853091,0.0,0.274123,0,1,16,1.934078,1.1013,1.1024,1.0987,1.1001,1.01339,0.817351,1.780177,63.614089,0,1.278864,-1.166667,-0.109081,0.362631,0.969912,0.345047,1.182929,0.0,0.118462,0,1,17,1.827107,1.0999,1.1049,1.0991,1.1036,1.013764,0.931767,1.904309,68.099472,0,1.334327,-0.216216,0.335266,0.373201,1.019029,-0.109081,1.278864,-0.01818,0.036407,0,1,18,2.138456,5296,-30.0,0,1,0
broad_v2,5304,2003-04-26 00:00:00,1.1035,3,1.0978,1.1051,1.096,1.1037,1.003052,0.920388,1.091232,63.155397,0,1.340305,-0.305085,0.534566,0.396172,1.286717,-0.145746,1.20876,0.0,-0.027365,0,0,24,2.147323,1.1036,1.1046,1.1021,1.1035,1.008746,0.861911,1.156639,62.689283,0,0.965673,-14.0,-0.009062,0.384123,1.328908,0.534566,1.340305,-0.00906,0.556569,0,0,25,2.129588,1.1035,1.1041,1.1032,1.1037,1.00955,0.837884,1.187297,62.983496,0,0.072812,-1.5,0.018121,0.362445,1.371342,-0.009062,0.965673,0.0,0.099809,0,0,26,2.147323,5305,-30.0,0,1,0
broad_v2,5307,2003-04-28 08:00:00,1.1048,1,1.1037,1.1074,1.1028,1.1058,1.009207,0.932797,1.273205,66.013919,0,0.549985,-0.428571,0.189908,0.365631,1.413185,0.018121,0.072812,0.0,-0.036258,0,0,27,2.333152,1.1056,1.107,1.1042,1.1048,1.010284,0.823921,1.306263,63.354124,0,0.971362,-0.75,-0.072411,0.357924,1.449991,0.189908,0.549985,-0.018086,0.12695,0,0,28,2.24475,1.1048,1.1078,1.1011,1.1017,1.007208,0.595095,1.29495,55.842651,0,1.200498,-0.193548,-0.281383,0.376733,1.478352,-0.072411,0.971362,0.0,-0.280746,0,0,29,1.969683,5307,-30.0,0,1,0
broad_v2,5319,2003-04-30 08:00:00,1.1109,1,1.1085,1.113,1.1063,1.1118,1.010721,1.152098,1.357422,67.459651,0,0.949543,-0.666667,0.296816,0.434172,1.585222,0.415088,1.017442,0.027071,0.381091,0,3,2,2.860227,1.1116,1.1144,1.1104,1.1109,1.014953,1.001254,1.527291,65.603549,0,0.94616,-0.714286,-0.063012,0.429205,1.609506,0.296816,0.949543,-0.017989,0.370605,0,3,3,2.781528,1.1109,1.1142,1.11,1.1134,1.015123,1.035483,1.745427,68.219339,0,1.311272,-0.36,0.224537,0.424597,1.635576,-0.063012,0.94616,0.0,-0.036023,0,3,4,2.99982,5319,-30.0,0,1,0
broad_v2,5321,2003-04-30 16:00:00,1.1121,1,1.1109,1.1142,1.11,1.1134,1.015123,1.035483,1.745427,68.219339,0,1.311272,-0.36,0.224537,0.424597,1.635576,-0.063012,0.94616,0.0,-0.036023,0,3,4,2.99982,1.1134,1.1151,1.1115,1.1121,1.016462,0.909487,1.853037,65.432753,0,1.233483,-0.461538,-0.116896,0.417852,1.667791,0.224537,1.311272,0.0,0.135135,0,3,5,2.886431,1.1121,1.1191,1.1116,1.1166,1.016657,1.029169,2.041724,70.000781,0,1.468516,-0.111111,0.403009,0.434419,1.695549,-0.116896,1.233483,0.0,0.008997,0,3,6,3.277808,5321,-30.0,0,1,0
broad_v2,5329,2003-05-02 00:00:00,1.1237,3,1.1184,1.1288,1.1171,1.1243,1.02293,0.942942,3.08269,75.17175,0,1.319788,-0.220339,0.524771,0.430901,1.863471,0.116248,1.091714,0.008942,0.143433,0,3,12,3.940229,1.1246,1.1254,1.1217,1.1238,1.026995,0.878348,3.238978,73.925178,0,0.886863,-2.625,-0.071187,0.423817,1.903008,0.524771,1.319788,0.026683,0.411781,0,3,13,3.897491,1.1237,1.125,1.1227,1.123,1.026903,0.821344,3.255086,71.871537,0,0.69509,-0.428571,-0.062333,0.408454,1.941674,-0.071187,0.886863,-0.008898,0.08915,0,3,14,3.829029,5332,20.0,0,1,1
broad_v2,5342,2003-05-06 00:00:00,1.1292,3,1.1234,1.1305,1.1223,1.1298,1.006297,1.159458,1.116806,75.545261,1,1.56075,-0.171875,0.566472,0.3659,2.190255,0.160242,1.53699,0.008902,0.115968,0,0,25,4.40786,1.13,1.1304,1.1276,1.129,1.010818,1.015974,1.181336,73.009312,0,1.298759,-1.4,-0.088574,0.35772,2.218512,0.566472,1.56075,0.017702,0.472244,0,0,26,4.340124,1.1292,1.1303,1.128,1.1286,1.010857,0.930801,1.216748,71.713069,0,1.102524,-1.0,-0.053163,0.346843,2.248051,-0.088574,1.298759,0.017715,0.035474,0,0,27,4.30622,5344,0.0,0,1,0
broad_v2,5343,2003-05-06 04:00:00,1.1281,3,1.13,1.1304,1.1276,1.129,1.010818,1.015974,1.181336,73.009312,0,1.298759,-1.4,-0.088574,0.35772,2.218512,0.566472,1.56075,0.017702,0.472244,0,0,26,4.340124,1.1292,1.1303,1.128,1.1286,1.010857,0.930801,1.216748,71.713069,0,1.102524,-1.0,-0.053163,0.346843,2.248051,-0.088574,1.298759,0.017715,0.035474,0,0,27,4.30622,1.1281,1.1294,1.1275,1.1283,1.009935,0.869706,1.217279,70.699231,0,1.164381,-3.0,0.017726,0.334182,2.27311,-0.053163,1.102524,-0.044303,-0.044326,0,0,28,4.280776,5344,-30.0,0,1,0
