timestamp,pair,open,high,low,close,volume,lower_band,middle_band,upper_band,bb_touch_strength,bb_position,bb_width_pct,rsi_value,rsi_divergence,volume_ratio,candle_rejection,candle_body_pct,atr_pct,trend_strength,prev_candle_body_pct,prev_volume_ratio,gap_from_prev_close,price_momentum,prev_was_selloff,previous_touches,time_since_last_touch,support_distance_pct,session,success_factor
2017.01.17 12:00:00,GBPUSD,1.21198,1.23465,1.21131,1.2318,49851,1.196887,1.213645,1.230402,1.01205,1.041723,2.761462,67.351312,0,2.043379,-0.033804,1.609027,0.58328,-1.535489,0.358923,1.321379,0.00165,0.30639,0,3,7,12.323429,1,1
2017.01.17 16:00:00,GBPUSD,1.23181,1.2397,1.22982,1.23829,51564,1.195298,1.214104,1.23291,1.028881,1.143041,3.097914,71.078946,0,2.0179,-0.307099,0.523302,0.59577,-1.523012,1.609027,2.043379,0.000812,1.528098,0,3,8,12.782951,1,0
2017.01.17 20:00:00,GBPUSD,1.23829,1.24147,1.23682,1.23958,20476,1.193342,1.215033,1.236724,1.036434,1.06583,3.570462,71.768908,0,0.829105,-1.139535,0.104068,0.579434,-1.515239,0.523302,2.0179,0,0.569189,0,3,9,12.873715,2,0
2017.01.18 00:00:00,GBPUSD,1.23955,1.24151,1.23677,1.23829,12908,1.192141,1.216084,1.240028,1.037436,0.963715,3.937726,69.971217,0,0.53708,-1.206349,-0.101753,0.565948,-1.508108,0.104068,0.829105,-0.00242,-0.004043,0,3,10,12.782951,3,0
2017.01.18 04:00:00,GBPUSD,1.23828,1.23872,1.2329,1.23398,21097,1.191849,1.217021,1.242194,1.034443,0.836843,4.13677,64.186349,0,0.86174,-0.251163,-0.348466,0.561048,-1.504194,-0.101753,0.53708,-0.000808,-0.312912,0,3,11,12.478322,3,0
2017.01.18 08:00:00,GBPUSD,1.23398,1.23527,1.23049,1.23105,26744,1.191843,1.217745,1.243647,1.032426,0.756838,4.254022,60.52307,0,1.072239,-0.191126,-0.238008,0.549948,-1.503607,-0.348466,0.86174,0,-0.195474,0,3,12,12.270013,1,1
2017.01.18 12:00:00,GBPUSD,1.23104,1.23374,1.22707,1.22712,31216,1.191942,1.218164,1.244386,1.029471,0.670776,4.305092,55.913566,0,1.229008,-0.012755,-0.319447,0.551126,-1.507428,-0.238008,1.072239,-0.000812,-0.277938,0,3,13,11.989048,1,1
2017.01.18 16:00:00,GBPUSD,1.22712,1.23484,1.22661,1.23091,41142,1.192051,1.218847,1.245643,1.028991,0.725089,4.39695,59.1451,0,1.564195,-0.134565,0.307902,0.557942,-1.488017,-0.319447,1.229008,0,-0.037488,0,3,14,12.260035,1,1
2017.01.18 20:00:00,GBPUSD,1.23089,1.23172,1.22534,1.22668,26546,1.192181,1.219194,1.246206,1.027813,0.638577,4.43115,54.356171,0,1.045417,-0.31829,-0.343203,0.557026,-1.477521,0.307902,1.564195,-0.001625,-0.103537,0,3,15,11.957479,2,1
2017.01.19 00:00:00,GBPUSD,1.22668,1.22723,1.22491,1.22545,14141,1.192385,1.219532,1.246679,1.027277,0.608998,4.452078,53.012034,0,0.561709,-0.439024,-0.100371,0.53128,-1.464278,-0.343203,1.045417,0,-0.035092,0,3,16,11.869109,3,1
2017.01.19 04:00:00,GBPUSD,1.22546,1.22896,1.22534,1.22768,19554,1.19271,1.220059,1.247409,1.027358,0.639318,4.483275,55.176187,0,0.750268,-0.054054,0.180829,0.513497,-1.441499,-0.100371,0.561709,0.000816,0.035105,0,3,17,12.029193,3,1
2017.01.19 08:00:00,GBPUSD,1.22768,1.23179,1.22571,1.23106,23981,1.194565,1.221373,1.248181,1.026072,0.680676,4.389769,58.31038,1,0.897363,-0.58284,0.27456,0.510787,-1.407645,0.180829,0.750268,0,0.030196,0,2,18,12.270726,1,1
2017.01.19 12:00:00,GBPUSD,1.23107,1.23405,1.2307,1.23216,31313,1.197007,1.222826,1.248646,1.028147,0.680749,4.222843,59.3076,0,1.146274,-0.33945,0.088463,0.493299,-1.366734,0.27456,0.897363,0.000812,0.407111,0,1,19,12.349046,1,1
2017.01.19 16:00:00,GBPUSD,1.23214,1.23375,1.22772,1.23173,55302,1.19971,1.224229,1.248749,1.023347,0.652949,4.005712,58.716334,0,1.945134,-9.780488,-0.033287,0.493191,-1.323005,0.088463,1.146274,-0.001623,-0.242139,0,0,20,12.318446,1,1
2017.01.19 20:00:00,GBPUSD,1.23173,1.23402,1.22835,1.23296,28959,1.202229,1.225565,1.248902,1.021727,0.658433,3.808271,59.946418,0,1.026809,-2.747967,0.09976,0.490354,-1.277454,-0.033287,1.945134,0,0.051315,0,0,21,12.405917,2,1
2017.01.20 00:00:00,GBPUSD,1.23295,1.23431,1.23262,1.2329,12930,1.205643,1.226999,1.248355,1.022376,0.638157,3.481046,59.852733,0,0.470145,-5.6,-0.004055,0.465142,-1.233519,0.09976,1.026809,-0.000811,0.347621,0,0,22,12.401655,3,1
2017.01.20 04:00:00,GBPUSD,1.23293,1.23713,1.23291,1.23517,20768,1.209686,1.228548,1.24741,1.019199,0.675534,3.070693,62.256069,0,0.746258,-0.008929,0.181352,0.455586,-1.184452,-0.004055,0.470145,0.002433,0.023527,0,0,23,12.562643,3,1
2017.01.20 08:00:00,GBPUSD,1.23517,1.23658,1.23249,1.23378,24688,1.214578,1.230007,1.245436,1.014747,0.62227,2.508752,59.891786,0,0.874467,-0.928058,-0.112662,0.447199,-1.141484,0.181352,0.746258,0,-0.034066,0,0,24,12.464135,1,1
2017.01.20 12:00:00,GBPUSD,1.23385,1.23576,1.22601,1.22766,32652,1.219408,1.23101,1.242613,1.005414,0.355614,1.885055,50.752783,0,1.132011,-0.266559,-0.504211,0.474055,-1.106288,-0.112662,0.874467,0.005674,-0.525765,0,0,25,12.02776,1,1
2017.01.20 16:00:00,GBPUSD,1.22768,1.2336,1.22688,1.23266,36379,1.22441,1.232045,1.239681,1.002017,0.540241,1.239428,56.581934,0,1.249684,-0.160643,0.404004,0.477348,-1.059217,-0.504211,1.132011,0.001629,0.070962,0,0,26,12.384599,1,1
2017.01.20 20:00:00,GBPUSD,1.23266,1.23801,1.23205,1.23595,41002,1.224432,1.232253,1.240074,1.006221,0.736366,1.269303,59.941826,1,1.430231,-0.18541,0.266192,0.476516,-1.013358,0.404004,1.249684,0,0.421394,0,0,27,12.617824,2,1
2017.01.21 00:00:00,GBPUSD,1.23596,1.23757,1.23576,1.23701,2557,1.224548,1.232189,1.23983,1.009156,0.81548,1.240188,60.989277,0,0.097529,-0.190476,0.084882,0.452552,-0.970174,0.266192,1.430231,0.000809,0.301124,0,0,28,12.692703,3,1
2017.01.23 00:00:00,GBPUSD,1.23717,1.23918,1.23684,1.23857,9586,1.224683,1.232139,1.239594,1.009927,0.93131,1.210217,62.541644,0,0.373385,-0.235714,0.113034,0.433192,-0.926996,0.084882,0.097529,0.012934,0.087396,0,0,29,12.802668,3,1
2017.01.23 04:00:00,GBPUSD,1.23857,1.24446,1.23825,1.2414,18531,1.224227,1.232294,1.240361,1.011455,1.064388,1.309288,65.243678,0,0.713983,-0.113074,0.227968,0.437064,-0.875294,0.113034,0.373385,0,0.114,0,0,30,13.00145,3,1
2017.01.23 08:00:00,GBPUSD,1.24141,1.24714,1.24056,1.24247,29084,1.223526,1.232718,1.241911,1.013922,1.030413,1.491398,66.235391,0,1.1036,-0.801887,0.085314,0.443324,-0.822028,0.227968,0.713983,0.000806,0.186554,0,0,31,13.076372,1,1
2017.01.23 12:00:00,GBPUSD,1.24251,1.2469,1.24247,1.24489,27284,1.222844,1.23341,1.243977,1.01605,1.043189,1.713422,68.42946,0,1.034239,-0.016807,0.191182,0.436276,-0.758959,0.085314,1.1036,0.003219,0.153963,0,0,32,13.245347,1,1
2017.01.23 16:00:00,GBPUSD,1.24487,1.24949,1.24349,1.2485,42051,1.22245,1.234479,1.246509,1.017211,1.082753,1.948926,71.413634,0,1.561928,-0.380165,0.290749,0.438269,-0.68986,0.191182,1.034239,-0.001607,0.082095,0,0,33,13.496195,1,1
2017.01.23 20:00:00,GBPUSD,1.2485,1.2508,1.24648,1.25033,20171,1.221716,1.235451,1.249185,1.02027,1.041681,2.223408,72.816376,0,0.779587,-1.103825,0.146361,0.431047,-0.634285,0.290749,1.561928,0,0.240452,0,0,34,13.622804,2,1
2017.01.24 00:00:00,GBPUSD,1.25033,1.25444,1.25006,1.25253,15736,1.221746,1.236743,1.25174,1.023175,1.026335,2.425259,74.440179,0,0.621155,-0.122727,0.175644,0.424533,-0.576242,0.146361,0.779587,0,0.287209,0,0,35,13.77452,3,1
2017.01.24 04:00:00,GBPUSD,1.25252,1.25432,1.25022,1.25043,22661,1.222805,1.237992,1.253179,1.022419,0.909505,2.453429,70.133592,0,0.879716,-0.100478,-0.167143,0.418292,-0.526207,0.175644,0.621155,-0.000798,0.012799,0,0,36,13.629711,3,1
2017.01.24 08:00:00,GBPUSD,1.25043,1.25121,1.2463,1.24923,24728,1.223904,1.23907,1.254235,1.018299,0.834996,2.447823,67.722545,0,0.950413,-2.441667,-0.096059,0.416862,-0.489778,-0.167143,0.879716,0,-0.313545,0,0,37,13.546745,1,1
2017.01.24 12:00:00,GBPUSD,1.24924,1.25331,1.24179,1.24213,35936,1.224865,1.239623,1.254381,1.013818,0.584937,2.381045,55.553585,0,1.35017,-0.04782,-0.572404,0.455544,-0.465213,-0.096059,0.950413,0.0008,-0.361871,0,0,38,13.052579,1,1
2017.01.24 16:00:00,GBPUSD,1.24213,1.25345,1.24213,1.25304,36772,1.22523,1.240667,1.256104,1.013793,0.900757,2.488507,65.740674,0,1.367556,0,0.870683,0.483851,-0.407313,-0.572404,1.35017,0,0.02738,0,0,39,13.809615,1,1
2017.01.24 20:00:00,GBPUSD,1.25304,1.25422,1.24975,1.25045,22290,1.226177,1.241603,1.257029,1.019225,0.786754,2.484873,62.101719,0,0.883183,-0.27027,-0.207125,0.475754,-0.351777,0.870683,1.367556,0,0.613462,0,0,40,13.631093,2,1
2017.01.25 00:00:00,GBPUSD,1.2505,1.25377,1.25002,1.25325,15125,1.226932,1.242618,1.258303,1.018818,0.838925,2.52461,64.396187,0,0.616176,-0.174545,0.219429,0.462158,-0.288143,-0.207125,0.883183,0.003999,0.021604,0,0,41,13.824057,3,1
2017.01.25 04:00:00,GBPUSD,1.2532,1.25414,1.25093,1.25135,23131,1.22808,1.24354,1.259,1.018606,0.752593,2.48639,61.667829,0,0.92315,-0.227027,-0.14784,0.448121,-0.230575,0.219429,0.616176,-0.00399,0.072799,0,0,42,13.693211,3,1
2017.01.25 08:00:00,GBPUSD,1.25135,1.25279,1.24906,1.2521,20786,1.228999,1.244386,1.259774,1.016323,0.750641,2.473117,62.346008,0,0.829532,-3.053333,0.059899,0.437142,-0.175369,-0.14784,0.92315,0,-0.149489,0,0,43,13.744909,1,1
2017.01.25 12:00:00,GBPUSD,1.2521,1.2606,1.25178,1.2584,31930,1.229886,1.245617,1.261349,1.017802,0.906261,2.525956,67.540953,0,1.256117,-0.050794,0.500636,0.453949,-0.10894,0.059899,0.829532,0,0.217764,0,0,44,14.176732,1,1
2017.01.25 16:00:00,GBPUSD,1.25838,1.26274,1.25493,1.26175,41251,1.232375,1.247322,1.262269,1.018302,0.982623,2.396734,69.917633,0,1.595811,-1.023739,0.267089,0.464618,-0.043352,0.500636,1.256117,-0.001589,0.251642,0,0,45,14.404597,1,1
2017.01.25 20:00:00,GBPUSD,1.26177,1.26382,1.25949,1.26352,23220,1.233919,1.248865,1.263811,1.020723,0.990263,2.393542,71.12082,0,0.921736,-1.302857,0.138502,0.455305,0.025797,0.267089,1.595811,0.001585,0.363367,0,0,46,14.524503,2,0
2017.01.26 00:00:00,GBPUSD,1.26351,1.26439,1.26246,1.26431,11966,1.235127,1.250283,1.265439,1.022129,0.962767,2.424345,71.665542,0,0.504048,-1.3125,0.063276,0.433422,0.099841,0.138502,0.921736,-0.000791,0.23581,0,0,47,14.577912,3,0
2017.01.26 04:00:00,GBPUSD,1.26434,1.26621,1.26301,1.26564,17025,1.236436,1.251715,1.266993,1.021492,0.955727,2.441188,72.602478,0,0.695943,-1.023077,0.102715,0.4201,0.196636,0.063276,0.504048,0.002373,0.043566,0,0,48,14.667678,3,0
2017.01.26 08:00:00,GBPUSD,1.26562,1.26629,1.26239,1.26599,26174,1.23785,1.253085,1.268321,1.019824,0.923509,2.431632,72.856843,0,1.034848,-8.72973,0.029226,0.41199,0.296531,0.102715,0.695943,-0.00158,-0.049089,0,0,49,14.691269,1,0
2017.01.26 12:00:00,GBPUSD,1.26599,1.26731,1.25697,1.25707,37497,1.239533,1.253869,1.268205,1.014067,0.611642,2.286685,58.061768,0,1.428953,-0.011211,-0.709587,0.44403,0.387846,0.029226,1.034848,0,-0.429344,0,0,50,14.08593,1,0
2017.01.26 16:00:00,GBPUSD,1.25709,1.25959,1.2556,1.25777,44145,1.241209,1.254634,1.268059,1.011595,0.616795,2.140102,58.769363,0,1.635366,-2.191176,0.054064,0.434743,0.47335,-0.709587,1.428953,0.001591,-0.108992,0,0,51,14.133745,1,0
2017.01.26 20:00:00,GBPUSD,1.25781,1.26112,1.25711,1.25859,23186,1.242571,1.255319,1.268067,1.0117,0.628299,2.030969,59.62867,0,0.865503,-0.897436,0.061974,0.426185,0.563432,0.054064,1.635366,0.00318,0.120261,0,0,52,14.189688,2,0
2017.01.27 00:00:00,GBPUSD,1.25861,1.25998,1.25765,1.2594,13494,1.2434,1.255864,1.268328,1.01146,0.641852,1.984879,60.504326,0,0.532073,-1.21519,0.062728,0.408704,0.65511,0.061974,0.865503,0.001589,0.042956,0,0,53,14.244879,3,0
2017.01.27 04:00:00,GBPUSD,1.2594,1.2605,1.25603,1.25635,17058,1.243962,1.256165,1.268368,1.009701,0.50758,1.942834,55.6129,0,0.676756,-0.104918,-0.242767,0.405845,0.743857,0.062728,0.532073,0,-0.128812,0,0,54,14.036694,3,0
2017.01.27 08:00:00,GBPUSD,1.25634,1.25675,1.25306,1.2543,24176,1.244132,1.256253,1.268375,1.007176,0.419418,1.929749,52.538466,0,0.94336,-0.607843,-0.162641,0.398486,0.823938,-0.242767,0.676756,-0.000796,-0.236459,0,0,55,13.896197,1,1
2017.01.27 12:00:00,GBPUSD,1.2543,1.25737,1.2516,1.25357,27415,1.244516,1.256411,1.268305,1.005692,0.380598,1.893443,51.447755,0,1.059916,-2.69863,-0.058234,0.403116,0.895475,-0.162641,0.94336,0,-0.116515,0,0,56,13.846056,1,1
2017.01.27 16:00:00,GBPUSD,1.25357,1.25826,1.25226,1.25292,41442,1.245042,1.256595,1.268148,1.005797,0.340951,1.838785,50.443571,0,1.55208,-1.015385,-0.051879,0.408722,0.934621,-0.058234,1.059916,0,0.052733,0,0,57,13.80136,1,1
2017.01.27 20:00:00,GBPUSD,1.25293,1.25616,1.25227,1.25532,18355,1.247757,1.257255,1.266752,1.003617,0.398162,1.510902,54.012739,0,0.710831,-0.276151,0.19039,0.400936,0.964766,-0.051879,1.55208,0.000798,0.000799,0,0,58,13.96616,2,0
2017.01.28 00:00:00,GBPUSD,1.25531,1.25535,1.25399,1.25448,2354,1.247936,1.257327,1.266717,1.004851,0.348434,1.49369,52.585215,0,0.097672,-0.590361,-0.066163,0.380291,0.994567,0.19039,0.710831,-0.000797,0.137351,0,0,59,13.908552,3,1
2017.01.30 00:00:00,GBPUSD,1.25768,1.26,1.25576,1.25849,10117,1.248877,1.257729,1.26658,1.005511,0.543017,1.407496,58.25701,0,0.430651,-2.37037,0.064363,0.383332,1.028562,-0.066163,0.097672,0.255086,0.141149,0,0,60,14.18287,3,0
2017.01.30 04:00:00,GBPUSD,1.2585,1.25972,1.25728,1.25735,14810,1.24932,1.257934,1.266547,1.006372,0.466129,1.369479,56.198849,0,0.630841,-0.06087,-0.091462,0.370135,1.06561,0.064363,0.430651,0.000795,0.121042,0,0,61,14.105062,3,0
2017.01.30 08:00:00,GBPUSD,1.25735,1.25761,1.25093,1.25105,19814,1.249258,1.257919,1.266579,1.001338,0.103449,1.376924,46.435448,0,0.849994,-0.019048,-0.503577,0.383567,1.103357,-0.091462,0.630841,0,-0.505059,0,0,62,13.672515,1,1
2017.01.30 12:00:00,GBPUSD,1.25104,1.25479,1.249,1.25071,27516,1.248983,1.257849,1.266715,1.000013,0.097387,1.409681,45.971271,0,1.163603,-5.181818,-0.026385,0.389333,1.142615,-0.503577,0.849994,-0.000799,-0.154285,0,0,63,13.649047,1,1
2017.01.30 16:00:00,GBPUSD,1.2507,1.25358,1.24712,1.24739,36244,1.247338,1.257299,1.267259,0.999825,0.002602,1.584401,41.598514,0,1.51884,-0.081571,-0.265354,0.399477,1.174933,-0.026385,1.163603,-0.0008,-0.15052,0,1,0,13.419219,1,1
2017.01.30 20:00:00,GBPUSD,1.24739,1.2493,1.24653,1.24838,20889,1.246172,1.25663,1.267088,1.000287,0.105557,1.664418,43.329555,0,0.914386,-0.868687,0.079303,0.386498,1.208146,-0.265354,1.51884,0,-0.047309,0,1,1,13.48788,2,1
2017.01.31 00:00:00,GBPUSD,1.24838,1.2514,1.24749,1.25052,14195,1.245702,1.25598,1.266258,1.001436,0.234397,1.636728,46.987403,0,0.633886,-0.415888,0.171129,0.380611,1.241492,0.079303,0.914386,0,0.077014,0,1,2,13.635927,3,1
2017.01.31 04:00:00,GBPUSD,1.25051,1.25184,1.25024,1.25095,18731,1.245563,1.255312,1.265061,1.003755,0.276287,1.553254,47.71764,1,0.823998,-0.613636,0.035173,0.362439,1.274983,0.171129,0.633886,-0.0008,0.220443,0,1,3,13.665614,3,1
2017.01.31 08:00:00,GBPUSD,1.25095,1.25158,1.24766,1.24917,23260,1.245626,1.254489,1.263351,1.001633,0.199943,1.412923,44.95695,0,1.009391,-0.848315,-0.142495,0.359445,1.30172,0.035173,0.823998,0,-0.20636,0,1,4,13.542592,1,1
2017.01.31 12:00:00,GBPUSD,1.24917,1.25048,1.24118,1.24874,35974,1.246161,1.253626,1.261091,0.996003,0.172721,1.190879,44.290326,1,1.528623,-17.581395,-0.034435,0.387081,1.325977,-0.142495,1.009391,0,-0.519372,0,2,0,13.512821,1,1
2017.01.31 16:00:00,GBPUSD,1.24879,1.25907,1.24743,1.25829,46337,1.246092,1.253687,1.261282,1.001074,0.80303,1.211621,58.875313,0,1.932673,-0.143158,0.754993,0.422781,1.352164,-0.034435,1.528623,0.004004,0.503553,0,2,1,14.16923,1,1
2017.01.31 20:00:00,GBPUSD,1.2583,1.2596,1.25626,1.2582,25184,1.246065,1.253709,1.261352,1.008182,0.793817,1.219319,58.719293,0,1.093647,-19.4,-0.007948,0.411572,1.387176,0.754993,1.932673,0.000795,0.707855,0,2,2,14.16309,2,1
2017.02.01 00:00:00,GBPUSD,1.25819,1.25911,1.25706,1.25813,11154,1.246098,1.253686,1.261273,1.008797,0.792901,1.210355,58.589244,0,0.49737,-17.833333,-0.004769,0.393833,1.42318,-0.007948,1.093647,-0.000795,0.063681,0,2,3,14.158314,3,1
2017.02.01 04:00:00,GBPUSD,1.25814,1.25828,1.25656,1.25722,15419,1.246263,1.253576,1.26089,1.008262,0.749105,1.166773,56.827233,0,0.684613,-0.717391,-0.073177,0.375739,1.45566,-0.004769,0.49737,0.000795,-0.039775,0,2,4,14.09618,3,1
2017.02.01 08:00:00,GBPUSD,1.25724,1.25795,1.25422,1.25774,20945,1.246203,1.253646,1.261089,1.006433,0.775039,1.187349,57.611716,0,0.922015,-6.04,0.039754,0.36994,1.489473,-0.073177,0.684613,0.001591,-0.186223,0,2,5,14.131697,1,1
2017.02.01 12:00:00,GBPUSD,1.25773,1.26523,1.25765,1.26228,31255,1.245704,1.254045,1.262386,1.00959,0.993623,1.330318,63.796945,0,1.35476,-0.017582,0.360459,0.385173,1.533531,0.039754,0.922015,-0.000795,0.273477,0,2,6,14.440536,1,1
2017.02.01 16:00:00,GBPUSD,1.26228,1.26598,1.26119,1.26418,41906,1.245144,1.254576,1.264007,1.012887,1.009176,1.503523,66.030909,0,1.761123,-0.573684,0.150295,0.384187,1.574637,0.360459,1.35476,0,0.281477,0,2,7,14.569128,1,1
2017.02.01 20:00:00,GBPUSD,1.26417,1.2679,1.26125,1.26576,34890,1.244645,1.255217,1.26579,1.013341,0.998591,1.684536,67.809775,0,1.48674,-1.836478,0.125616,0.393827,1.613023,0.150295,1.761123,-0.000791,0.004757,0,2,8,14.675768,2,0
2017.02.02 00:00:00,GBPUSD,1.26576,1.26783,1.26484,1.26778,10564,1.243933,1.255841,1.267748,1.016807,1.001355,1.896296,69.97462,0,0.457754,-0.455446,0.159334,0.38196,1.647735,0.125616,1.48674,0,0.284638,0,2,9,14.811718,3,0
2017.02.02 04:00:00,GBPUSD,1.26778,1.26794,1.26596,1.26628,18552,1.24371,1.256431,1.269151,1.01789,0.887145,2.024895,66.403392,0,0.776631,-0.213333,-0.118457,0.366266,1.68381,0.159334,0.457754,0,0.088549,0,2,10,14.710806,3,0
2017.02.02 08:00:00,GBPUSD,1.26628,1.27013,1.26596,1.2691,19908,1.243107,1.256961,1.270815,1.018384,0.938091,2.204433,69.549765,0,0.81666,-0.113475,0.222205,0.362818,1.712095,-0.118457,0.776631,0,0,0,2,11,14.900323,1,0
2017.02.02 12:00:00,GBPUSD,1.2691,1.27057,1.2569,1.25724,38685,1.243102,1.256956,1.270809,1.0111,0.510268,2.204358,48.83546,0,1.512841,-0.028668,-0.943336,0.417745,1.744683,0.222205,0.81666,0,-0.715662,0,2,12,14.097547,1,0
2017.02.02 16:00:00,GBPUSD,1.25723,1.25786,1.25254,1.25405,41908,1.243447,1.257106,1.270764,1.007313,0.388146,2.173004,44.956972,0,1.571012,-0.474843,-0.253578,0.419195,1.757952,-0.943336,1.512841,-0.000795,-0.346885,1,2,13,13.879032,1,0
2017.02.02 20:00:00,GBPUSD,1.25403,1.25635,1.25176,1.25366,23179,1.243812,1.257253,1.270694,1.00639,0.366342,2.138155,44.491745,0,0.876036,-5.135135,-0.029514,0.415526,1.760238,-0.253578,1.571012,-0.001595,-0.062273,0,2,14,13.852241,2,0
2017.02.03 00:00:00,GBPUSD,1.25365,1.25388,1.251,1.25194,8926,1.244571,1.257481,1.27039,1.005165,0.285402,2.053161,42.407452,0,0.355716,-0.549708,-0.136588,0.402807,1.757832,-0.029514,0.876036,-0.000798,-0.060715,0,1,15,13.733885,3,0
2017.02.03 04:00:00,GBPUSD,1.25192,1.25258,1.25102,1.252,22250,1.245173,1.257662,1.27015,1.004696,0.273327,1.985944,42.50863,0,0.884302,-11.25,0.00639,0.382917,1.750439,-0.136588,0.355716,-0.001598,0.001599,0,1,16,13.738019,3,0
2017.02.03 08:00:00,GBPUSD,1.25201,1.25376,1.25114,1.25213,18958,1.245419,1.257742,1.270065,1.004593,0.27229,1.959498,42.743337,0,0.7464,-7.25,0.009584,0.370475,1.746608,0.00639,0.884302,0.000799,0.009592,0,1,17,13.746975,1,0
2017.02.03 12:00:00,GBPUSD,1.25215,1.25296,1.24655,1.24907,24631,1.245093,1.257648,1.270203,1.00117,0.158383,1.996586,38.734787,0,0.958619,-0.818182,-0.246583,0.381511,1.745222,0.009584,0.7464,0.001597,-0.366865,0,1,18,13.535671,1,0
2017.02.03 16:00:00,GBPUSD,1.24907,1.25269,1.24586,1.25087,45040,1.245387,1.257733,1.270079,1.000379,0.222045,1.963142,42.170405,0,1.681648,-1.783333,0.1439,0.392752,1.751545,-0.246583,0.958619,0,-0.055353,0,1,19,13.660093,1,0
2017.02.03 20:00:00,GBPUSD,1.25088,1.2521,1.24717,1.24825,23423,1.24529,1.257708,1.270127,1.00151,0.119179,1.974792,38.763014,0,0.895522,-0.410646,-0.210695,0.393675,1.741466,0.1439,1.681648,0.000799,0.105148,0,0,20,13.47887,2,0
2017.02.04 00:00:00,GBPUSD,1.24825,1.24831,1.24742,1.24774,2693,1.244031,1.257181,1.270331,1.002724,0.141018,2.091932,38.117374,0,0.112332,-0.627451,-0.040874,0.370799,1.733246,-0.210695,0.895522,0,0.020045,0,0,21,13.443506,3,0
2017.02.06 00:00:00,GBPUSD,1.24838,1.24958,1.24725,1.24918,6502,1.24314,1.25673,1.27032,1.003306,0.222228,2.162803,41.100436,0,0.282212,-1.4125,0.064042,0.35724,1.718928,-0.040874,0.112332,0.051293,-0.013628,0,0,22,13.543284,3,0
2017.02.06 04:00:00,GBPUSD,1.24918,1.24982,1.24796,1.24837,14054,1.242195,1.256242,1.270289,1.004641,0.219806,2.236416,39.934306,0,0.606183,-0.506173,-0.064885,0.34258,1.710302,0.064042,0.282212,0,0.056925,0,0,23,13.487187,3,0
