timestamp,pair,open,high,low,close,volume,lower_band,middle_band,upper_band,bb_touch_strength,bb_position,bb_width_pct,rsi_value,rsi_divergence,volume_ratio,candle_rejection,candle_body_pct,atr_pct,trend_strength,prev_candle_body_pct,prev_volume_ratio,gap_from_prev_close,price_momentum,prev_was_selloff,previous_touches,time_since_last_touch,support_distance_pct,session,model_prediction,model_confidence,model_signal_raw,signal_strength,signal_strength_value,model_signal
2025.08.14 20:00:00,AUDUSD,0.64879,0.64992,0.64875,0.64955,11456,0.648417,0.65238,0.656342,1.000514,0.142991,1.214872,40.75901,0,0.621071,-0.052632,0.117004,0.318967,-0.284905,-0.271274,1.671467,0.0,0.080218,0,5,1,0.0,2,1,0.882849786769105,1,Strong,3,1
2025.08.15 00:00:00,AUDUSD,0.64955,0.65008,0.64852,0.64976,7530,0.648209,0.652307,0.656404,1.000479,0.189228,1.256174,41.691719,0,0.424357,-4.904762,0.03232,0.313237,-0.26883,0.117004,0.621071,0.0,-0.035453,0,5,2,0.0,3,1,0.6874158952954795,1,Medium,2,1
2025.08.15 04:00:00,AUDUSD,0.64979,0.65048,0.64876,0.65007,13573,0.648053,0.652244,0.656436,1.001092,0.240632,1.285385,43.115506,0,0.761495,-3.678571,0.043072,0.309623,-0.252034,0.03232,0.424357,0.004617,0.037007,0,5,3,0.0,3,1,0.5999502575906003,0,Weak,1,0
2025.08.15 08:00:00,AUDUSD,0.65007,0.6515,0.64992,0.65096,16511,0.647979,0.652204,0.656429,1.002995,0.352781,1.295608,47.108629,1,0.902004,-0.168539,0.136721,0.304451,-0.23516,0.043072,0.761495,0.0,0.178803,0,5,4,0.0,1,1,0.5797795854925535,0,Weak,1,0
2025.08.15 12:00:00,AUDUSD,0.65096,0.65192,0.6504,0.6516,20292,0.64799,0.652211,0.656431,1.00372,0.427681,1.294326,49.83565,0,1.091191,-0.875,0.09822,0.299089,-0.21471,0.136721,0.902004,0.0,0.073855,0,4,5,0.0,1,1,0.5431794676262501,0,Weak,1,0
2025.08.15 16:00:00,AUDUSD,0.65161,0.65228,0.65095,0.65115,25047,0.648266,0.652303,0.656341,1.00414,0.357146,1.237874,47.963122,0,1.341298,-0.434783,-0.070644,0.292507,-0.191008,0.09822,1.091191,0.001535,0.084563,0,3,6,0.0,1,0,0.1579652494885398,0,None,0,0
2025.08.15 20:00:00,AUDUSD,0.65116,0.65116,0.65024,0.65085,9773,0.648309,0.65232,0.656331,1.002978,0.316739,1.229662,46.703243,0,0.549434,-1.967742,-0.04763,0.281836,-0.172866,-0.070644,1.341298,0.001536,-0.109071,0,2,7,0.0,2,0,0.36044910628111554,0,None,0,0
2025.08.18 00:00:00,AUDUSD,0.65084,0.65176,0.65046,0.65132,7905,0.648214,0.65223,0.656247,1.003464,0.386642,1.231479,48.965024,0,0.490356,-0.791667,0.073696,0.275773,-0.15692,-0.04763,0.549434,-0.001536,0.033834,0,1,8,0.0,3,1,0.630368384817042,0,Weak,1,0
2025.08.18 04:00:00,AUDUSD,0.65132,0.65224,0.65116,0.65207,11747,0.648184,0.652189,0.656193,1.004591,0.485203,1.227955,52.433949,0,0.72895,-0.213333,0.115018,0.267611,-0.137202,0.073696,0.490356,0.0,0.107616,0,1,9,0.0,3,1,0.5118878852606198,0,Weak,1,0
2025.08.18 08:00:00,AUDUSD,0.65207,0.6524,0.65059,0.65156,17908,0.64813,0.652139,0.656149,1.003796,0.427741,1.229757,49.947747,0,1.077004,-1.901961,-0.078274,0.268532,-0.120327,0.115018,0.72895,0.0,-0.087536,0,1,10,0.0,1,0,0.20745057330370245,0,None,0,0
2025.08.18 12:00:00,AUDUSD,0.65155,0.65177,0.65055,0.65075,16020,0.647994,0.652019,0.656044,1.003944,0.342351,1.234557,46.200836,0,0.9545,-0.25,-0.122935,0.263053,-0.110503,-0.078274,1.077004,-0.001535,-0.006148,0,1,11,0.0,1,0,0.24526038185467786,0,None,0,0
2025.08.18 16:00:00,AUDUSD,0.65075,0.65082,0.64814,0.64891,20796,0.647723,0.651712,0.6557,1.000643,0.14876,1.223857,39.036921,0,1.235177,-0.418478,-0.283552,0.274456,-0.105708,-0.122935,0.9545,0.0,-0.370456,0,1,12,0.0,1,0,0.17118143715911255,0,None,0,0
2025.08.18 20:00:00,AUDUSD,0.64891,0.64957,0.64885,0.64913,7020,0.647516,0.651445,0.655373,1.00206,0.205392,1.205968,40.230281,0,0.430531,-0.272727,0.033892,0.262689,-0.10484,-0.283552,1.235177,0.0,0.109544,0,1,13,0.0,2,1,0.7406056470106225,1,Medium,2,1
2025.08.19 00:00:00,AUDUSD,0.64913,0.64975,0.64824,0.64944,8087,0.647417,0.651199,0.654981,1.001271,0.267456,1.161575,41.954516,0,0.519408,-2.870968,0.047733,0.260416,-0.099925,0.033892,0.430531,0.0,-0.094012,0,1,14,0.0,3,1,0.5279563956962119,0,Weak,1,0
2025.08.19 04:00:00,AUDUSD,0.64944,0.64958,0.64847,0.64891,13563,0.647344,0.650916,0.654488,1.001739,0.219203,1.097521,39.838508,0,0.862989,-0.830189,-0.081675,0.254231,-0.097101,0.047733,0.519408,0.0,0.035481,0,1,15,0.0,3,0,0.15813351280583826,0,None,0,0
2025.08.19 08:00:00,AUDUSD,0.6489,0.64961,0.64769,0.64843,19723,0.647459,0.650573,0.653687,1.000357,0.155927,0.957362,37.97068,0,1.219373,-1.574468,-0.072483,0.257396,-0.093618,-0.081675,0.862989,-0.001541,-0.120283,0,1,16,0.0,1,0,0.27595062227318773,0,None,0,0
