timestamp,close,bb_position,rsi_value,label
2009-07-02 08:00:00,1.40941,0.566944,53.702474,0
2009-07-02 12:00:00,1.40446,0.260796,46.262605,1
2009-07-07 12:00:00,1.40192,0.714765,53.297831,0
2009-07-07 16:00:00,1.39444,0.222755,42.581677,1
2009-07-09 16:00:00,1.40487,1.055639,62.518103,0
2009-07-09 20:00:00,1.40188,0.859517,57.783102,1
2009-07-10 00:00:00,1.39938,0.720351,54.094029,1
2009-07-28 08:00:00,1.42658,0.826983,59.678242,0
2009-07-28 12:00:00,1.42324,0.593686,52.998262,1
2009-07-28 16:00:00,1.41625,0.141301,42.321578,1
2009-08-04 00:00:00,1.44069,0.939712,75.33552,0
2009-08-04 04:00:00,1.43832,0.851524,70.723815,1
2009-08-07 08:00:00,1.43605,0.186874,53.138432,0
2009-08-07 12:00:00,1.43206,-0.086179,44.875885,1
2009-08-07 16:00:00,1.41803,-0.423491,28.244979,1
2009-08-14 08:00:00,1.42819,0.808034,57.168697,0
2009-08-14 12:00:00,1.42682,0.728529,54.809946,1
2009-08-14 16:00:00,1.42289,0.555455,48.613566,1
2009-08-14 20:00:00,1.42022,0.424887,44.899706,1
2009-08-24 00:00:00,1.43455,0.914229,67.097234,0
2009-08-24 04:00:00,1.43339,0.83738,64.781688,1
2009-08-28 04:00:00,1.4362,0.952815,62.542192,0
2009-08-28 08:00:00,1.43561,0.869394,61.351576,1
2009-09-01 08:00:00,1.4349,0.726072,57.941247,0
2009-09-01 12:00:00,1.4303,0.401546,48.878023,1
2009-09-17 04:00:00,1.47264,0.878032,70.982078,0
2009-09-17 08:00:00,1.4733,0.871353,71.760162,1
2009-09-23 04:00:00,1.48138,0.945004,68.507893,0
2009-09-23 08:00:00,1.47934,0.813554,63.461472,1
2009-09-23 16:00:00,1.47743,0.684035,58.950771,0
2009-09-23 20:00:00,1.47339,0.490479,50.417614,1
2009-09-24 12:00:00,1.47913,0.71689,59.118733,0
2009-09-24 16:00:00,1.4683,0.1847,43.079387,1
2009-10-01 00:00:00,1.46507,0.77404,51.880363,0
2009-10-01 04:00:00,1.46138,0.492721,46.391075,1
2009-10-08 16:00:00,1.48055,0.995615,70.079815,0
2009-10-08 20:00:00,1.47924,0.910991,66.879115,1
2009-10-09 00:00:00,1.47636,0.730726,60.352972,1
2009-10-15 04:00:00,1.4956,0.923897,75.847627,0
2009-10-15 08:00:00,1.49425,0.85114,72.031859,1
2009-10-23 00:00:00,1.5032,0.890661,61.25303,0
2009-10-23 04:00:00,1.50336,0.857492,61.448166,1
2009-10-26 12:00:00,1.5024,0.616813,56.515769,0
2009-10-26 16:00:00,1.48636,-0.336249,33.388669,1
2009-11-09 16:00:00,1.50052,1.03751,70.199027,0
2009-11-09 20:00:00,1.49984,0.95737,68.808717,1
2009-11-12 00:00:00,1.50112,0.706087,60.154726,0
2009-11-12 04:00:00,1.49975,0.612912,57.596651,1
2009-11-12 08:00:00,1.4937,-0.035759,47.907859,1
2009-11-25 20:00:00,1.51334,1.103306,74.617977,0
2009-11-26 00:00:00,1.51145,0.978585,70.443358,1
2009-11-26 04:00:00,1.51004,0.893005,67.413234,1
2009-12-03 08:00:00,1.51168,0.914079,62.115695,0
2009-12-03 12:00:00,1.50929,0.731356,57.318607,1
2009-12-04 08:00:00,1.50651,0.443222,52.165802,0
2009-12-04 12:00:00,1.49412,-0.412008,35.252471,1
2009-12-11 08:00:00,1.47529,0.596399,45.370755,0
2009-12-11 12:00:00,1.47054,0.294007,39.317396,1
