timestamp,pair,open,high,low,close,volume,lower_band,middle_band,upper_band,bb_touch_strength,bb_position,bb_width_pct,rsi_value,rsi_divergence,volume_ratio,candle_rejection,candle_body_pct,atr_pct,trend_strength,prev_candle_body_pct,prev_volume_ratio,gap_from_prev_close,price_momentum,prev_was_selloff,previous_touches,time_since_last_touch,support_distance_pct,session
2025.01.17 12:00:00,GBPUSD,1.219620,1.221660,1.217530,1.218200,16081,1.215261,1.221208,1.227155,1.001867,0.247111,0.973997,42.079528,0,1.112764,-0.471831,-0.116565,0.373299,-2.154137,-0.173826,1.137720,0.000820,0.118412,0,0,24,11.344607,1
2025.01.17 16:00:00,GBPUSD,1.218230,1.222820,1.216010,1.217310,44994,1.215173,1.221182,1.227192,1.000689,0.177786,0.984162,40.806398,0,2.858005,-1.413043,-0.075576,0.386847,-2.198528,-0.116565,1.112764,0.002463,-0.124843,0,0,25,11.279789,1
2025.01.17 20:00:00,GBPUSD,1.217310,1.218670,1.216450,1.216720,15458,1.215491,1.221252,1.227014,1.000789,0.106686,0.943612,39.943626,0,0.993260,-0.457627,-0.048491,0.372422,-2.240018,-0.075576,2.858005,0.000000,0.036184,0,0,26,11.236768,2
2025.01.20 00:00:00,GBPUSD,1.217110,1.219510,1.215990,1.219220,10821,1.215580,1.221286,1.226992,1.000337,0.318970,0.934461,45.228061,0,0.730862,-0.530806,0.173061,0.365733,-2.264152,-0.048491,0.993260,0.032053,-0.037815,0,0,27,11.418776,3
2025.01.20 04:00:00,GBPUSD,1.219220,1.221520,1.218470,1.221020,10071,1.215554,1.221259,1.226965,1.002399,0.479013,0.934444,48.726314,0,0.683765,-0.416667,0.147418,0.356951,-2.282989,0.173061,0.730862,0.000000,0.203949,0,0,28,11.549360,3
2025.01.20 08:00:00,GBPUSD,1.221040,1.222200,1.216570,1.217770,25148,1.215265,1.221149,1.227033,1.001074,0.212849,0.963627,43.343464,1,1.601273,-0.366972,-0.268524,0.365362,-2.318504,0.147418,0.683765,0.001638,-0.155933,0,0,29,11.313302,1
2025.01.20 12:00:00,GBPUSD,1.217770,1.229910,1.217770,1.229860,31892,1.214679,1.221644,1.228610,1.002545,1.089692,1.140418,60.725121,0,1.877966,0.000000,0.983039,0.406437,-2.310791,-0.268524,1.601273,0.000000,0.098638,0,0,30,12.185127,1
2025.01.20 16:00:00,GBPUSD,1.229860,1.232680,1.225480,1.228230,45510,1.214429,1.221964,1.229500,1.009100,0.915741,1.233316,58.135544,0,2.476196,-1.687117,-0.132711,0.419779,-2.324088,0.983039,1.877966,0.000000,0.633124,0,0,31,12.068587,1
2025.01.20 20:00:00,GBPUSD,1.228230,1.234470,1.227880,1.232730,17003,1.213893,1.222109,1.230326,1.011522,1.146327,1.344567,62.846122,0,0.925605,-0.077778,0.365043,0.426557,-2.305829,-0.132711,2.476196,0.000000,0.195842,0,0,32,12.389574,2
2025.01.21 00:00:00,GBPUSD,1.231970,1.234520,1.224790,1.227510,33747,1.213874,1.222411,1.230949,1.008993,0.798593,1.396837,55.100958,0,1.798119,-0.609865,-0.363337,0.454391,-2.312099,0.365043,0.925605,-0.061652,-0.251653,0,0,33,12.017010,3
2025.01.21 04:00:00,GBPUSD,1.227490,1.231160,1.227260,1.227620,18466,1.213774,1.222576,1.231377,1.011111,0.786575,1.439808,55.226181,0,0.959425,-1.769231,0.010590,0.444589,-2.310666,-0.363337,1.798119,-0.001629,0.201667,1,0,34,12.024894,3
2025.01.21 08:00:00,GBPUSD,1.227610,1.228670,1.223470,1.224850,28641,1.213819,1.222675,1.231532,1.007951,0.622758,1.448764,51.342905,0,1.412679,-0.500000,-0.225334,0.444091,-2.317700,0.010590,0.959425,-0.000815,-0.308818,0,0,35,11.825938,1
