timestamp,pair,open,high,low,close,volume,lower_band,middle_band,upper_band,bb_touch_strength,bb_position,bb_width_pct,rsi_value,rsi_divergence,volume_ratio,candle_rejection,candle_body_pct,atr_pct,trend_strength,prev_candle_body_pct,prev_volume_ratio,gap_from_prev_close,price_momentum,prev_was_selloff,previous_touches,time_since_last_touch,support_distance_pct,session,label
2013.05.01 16:00:00,EURUSD,1.32259,1.32284,1.31781,1.31913,9346,1.298217,1.310561,1.322905,1.015092,0.847086,1.883806,65.487662,0,1.340524,-0.381503,-0.262294,0.285327,0.586864,0.260094,1.12649,-0.000756,-0.063702,0,0,32,18.127857,1,1
2013.05.08 12:00:00,EURUSD,1.31215,1.31744,1.31036,1.31604,10727,1.304585,1.309886,1.315187,1.004427,1.080476,0.809357,60.871718,0,1.683208,-0.460154,0.295584,0.295202,0.743594,0.227867,1.437528,-0.001524,0.126843,0,0,23,17.935625,1,0
2013.05.08 16:00:00,EURUSD,1.31601,1.31944,1.31559,1.3171,9126,1.30405,1.3101,1.31615,1.008849,1.078514,0.92359,62.384535,0,1.424602,-0.385321,0.082758,0.294775,0.75727,0.295584,1.683208,-0.00228,0.399127,0,0,24,18.00167,1,0
2013.05.08 20:00:00,EURUSD,1.3171,1.31747,1.31509,1.31517,4313,1.304784,1.310636,1.316487,1.007898,0.887498,0.89285,57.988384,0,0.712222,-0.041451,-0.146749,0.287047,0.770277,0.082758,1.424602,0,-0.038006,0,0,25,17.881339,2,1
2013.05.09 00:00:00,EURUSD,1.31518,1.31648,1.31513,1.31592,3773,1.304614,1.310902,1.317189,1.008061,0.899068,0.959306,59.191843,0,0.672297,-0.067568,0.056234,0.27372,0.784174,-0.146749,0.712222,0.00076,0.003042,0,0,26,17.928142,3,0
2013.05.09 04:00:00,EURUSD,1.31593,1.31672,1.31544,1.31612,3911,1.304455,1.311142,1.317829,1.008421,0.872206,1.02005,59.524812,0,0.698755,-2.578947,0.014436,0.261077,0.797864,0.056234,0.672297,0.00076,0.023572,0,0,27,17.940613,3,0
2013.05.09 08:00:00,EURUSD,1.31608,1.31769,1.31412,1.31549,6771,1.304359,1.311247,1.318136,1.007483,0.807936,1.050693,57.921593,0,1.163612,-2.322034,-0.04485,0.261929,0.810531,0.014436,0.698755,-0.003039,-0.100347,0,0,28,17.901314,1,1
2013.05.09 12:00:00,EURUSD,1.31548,1.31575,1.31217,1.31322,8430,1.30437,1.311304,1.318238,1.00598,0.638166,1.057527,52.440906,0,1.388168,-0.464602,-0.172096,0.263112,0.821188,-0.04485,1.163612,-0.00076,-0.148388,0,0,29,17.759401,1,1
2013.05.22 08:00:00,EURUSD,1.29143,1.29444,1.29033,1.29346,8946,1.280674,1.287217,1.29376,1.00754,0.977052,1.01666,58.657645,0,1.290146,-0.541872,0.156943,0.294966,-0.934207,-0.093695,0.586866,0.000774,-0.084403,0,1,16,16.503023,1,0
2013.05.22 12:00:00,EURUSD,1.29345,1.29546,1.2915,1.29324,9980,1.280524,1.287558,1.294592,1.008572,0.903892,1.092621,58.084126,0,1.383709,-8.285714,-0.016238,0.295816,-0.951158,0.156943,1.290146,-0.000773,0.090674,0,1,17,16.488819,1,0
2013.05.22 16:00:00,EURUSD,1.29325,1.2998,1.28433,1.28659,17976,1.280547,1.287572,1.294597,1.002954,0.430109,1.091229,44.060603,0,2.325395,-0.339339,-0.517647,0.361992,-0.974704,-0.016238,1.383709,0.000773,-0.555168,0,1,18,16.057174,1,1
2013.05.30 20:00:00,EURUSD,1.30455,1.30567,1.30386,1.30492,7018,1.282137,1.292988,1.30384,1.016943,1.049767,1.678501,71.667017,0,0.724058,-1.864865,0.028354,0.325113,-0.723546,0.438479,1.771176,0.003066,0.514188,0,4,9,17.236306,2,0
2013.05.31 00:00:00,EURUSD,1.30492,1.30593,1.30372,1.30379,5688,1.281704,1.293532,1.30536,1.017177,0.933627,1.828815,68.599746,0,0.583316,-0.061947,-0.08667,0.31426,-0.697754,0.028354,0.724058,0,-0.010737,0,4,10,17.164574,3,0
2013.05.31 04:00:00,EURUSD,1.30376,1.30476,1.30312,1.30329,5293,1.281494,1.294054,1.306615,1.016875,0.867647,1.941232,67.228663,0,0.537879,-0.361702,-0.036063,0.300913,-0.674811,-0.08667,0.583316,-0.002301,-0.046022,0,4,11,17.132795,3,1
2013.06.19 12:00:00,EURUSD,1.33935,1.3407,1.33853,1.33961,9290,1.330046,1.33576,1.341473,1.006379,0.836942,0.855527,62.459942,0,1.072971,-3.153846,0.019409,0.253059,1.818514,0.005226,1.149508,-0.000747,-0.011952,0,0,93,19.379521,1,0
2013.06.19 16:00:00,EURUSD,1.33964,1.34126,1.33883,1.34022,9350,1.330252,1.336124,1.341997,1.006448,0.848721,0.878985,63.681495,1,1.092162,-1.396552,0.043276,0.247827,1.828394,0.019409,1.072971,0.002239,0.022413,0,0,94,19.416215,1,0
2013.06.19 20:00:00,EURUSD,1.34016,1.34158,1.32621,1.32938,16169,1.329774,1.336024,1.342274,0.997319,-0.031561,0.93554,39.243369,0,1.854839,-0.294063,-0.810904,0.314586,1.844495,0.043276,1.092162,-0.004477,-0.942614,0,1,0,18.759121,2,1
2013.06.20 00:00:00,EURUSD,1.32937,1.33015,1.32761,1.32858,7035,1.329025,1.335856,1.342688,0.998936,-0.032539,1.022848,38.081872,0,0.854229,-1.227848,-0.059462,0.305947,1.850092,-0.810904,1.854839,-0.000752,0.105564,1,2,0,18.710202,3,0
2013.06.20 04:00:00,EURUSD,1.32862,1.32905,1.32516,1.32534,8591,1.327181,1.335401,1.343621,0.998477,-0.111982,1.231092,33.72794,0,1.024745,-0.054878,-0.247484,0.305753,1.855139,-0.059462,0.854229,0.003011,-0.184542,0,3,0,18.511476,3,1
2013.07.04 04:00:00,EURUSD,1.30033,1.30054,1.29876,1.29891,5538,1.294528,1.301193,1.307859,1.003269,0.328699,1.024468,43.129345,0,0.658666,-0.105634,-0.109322,0.287238,-0.264079,-0.049987,0.518717,-0.000769,-0.103069,0,5,4,16.853362,3,0
2013.07.04 08:00:00,EURUSD,1.29898,1.30042,1.29838,1.29966,9574,1.294654,1.30084,1.307026,1.002878,0.40462,0.951048,44.848299,0,1.10981,-0.882353,0.052321,0.277779,-0.306122,-0.109322,0.658666,0.005389,-0.029259,0,5,5,16.901343,1,0
2013.07.04 12:00:00,EURUSD,1.29965,1.30173,1.28841,1.28873,13712,1.292157,1.300047,1.307936,0.9971,-0.217163,1.213768,30.418564,0,1.544457,-0.029304,-0.847346,0.333952,-0.362388,0.052321,1.10981,-0.000769,-0.76788,0,6,0,16.196566,1,1
2013.07.11 00:00:00,EURUSD,1.29749,1.32066,1.29621,1.30916,17918,1.271079,1.285076,1.299074,1.019771,1.360278,2.178472,73.937026,0,1.932996,-0.109683,0.891411,0.4414,-1.238875,0.946516,1.579148,0.007708,0.917924,0,3,5,17.504354,3,0
2013.07.11 04:00:00,EURUSD,1.30923,1.31468,1.30687,1.31347,12444,1.267979,1.286604,1.30523,1.030671,1.221221,2.895218,76.302498,0,1.289848,-0.556604,0.322809,0.450999,-1.225757,0.891411,1.932996,0.005347,0.822398,0,3,6,17.775054,3,0
2013.07.11 08:00:00,EURUSD,1.31345,1.3146,1.30207,1.30458,17828,1.267622,1.287706,1.30779,1.027175,0.920082,3.11937,63.500441,0,1.722912,-0.282976,-0.679912,0.490243,-1.24179,0.322809,1.289848,-0.001523,-0.36729,0,3,7,17.214736,1,1
2013.07.31 20:00:00,EURUSD,1.32761,1.33446,1.3265,1.3302,10622,1.32352,1.326934,1.330347,1.002252,0.978421,0.514545,58.9274,0,1.367176,-0.428571,0.194708,0.306997,0.815133,0.392467,1.797899,0.008286,0.366206,0,3,1,18.809202,2,0
2013.08.01 00:00:00,EURUSD,1.3302,1.33108,1.32902,1.33062,4294,1.323313,1.327065,1.330817,1.004313,0.973707,0.565506,59.586811,0,0.581244,-2.809524,0.031564,0.296036,0.842032,0.194708,1.367176,0,0.189974,0,3,2,18.834829,3,0
2013.08.01 04:00:00,EURUSD,1.33062,1.33062,1.32713,1.32734,4824,1.323304,1.32705,1.330795,1.002891,0.538784,0.564422,52.498255,0,0.654142,-0.064024,-0.247111,0.294351,0.8676,0.031564,0.581244,0,-0.14221,0,3,3,18.634261,3,1
2013.08.08 16:00:00,EURUSD,1.336,1.34002,1.33559,1.33914,12635,1.322708,1.330416,1.338123,1.009739,1.065996,1.158617,76.180862,0,1.638802,-0.130573,0.234479,0.225639,1.192937,0.103292,1.099922,-0.001497,0.07418,0,0,26,19.351225,1,0
2013.08.08 20:00:00,EURUSD,1.33914,1.33969,1.33795,1.33808,4807,1.323133,1.331079,1.339024,1.011198,0.940599,1.193833,71.557412,0,0.640502,-0.122642,-0.079218,0.218976,1.201927,0.234479,1.638802,0,0.176701,0,0,27,19.287337,2,0
2013.08.09 00:00:00,EURUSD,1.33802,1.33845,1.33756,1.33808,2908,1.323509,1.331675,1.33984,1.010616,0.892231,1.226345,71.557412,0,0.406673,-7.666667,0.004484,0.208086,1.209543,-0.079218,0.640502,-0.004484,-0.029149,0,0,28,19.287337,3,1
2013.08.09 04:00:00,EURUSD,1.33809,1.33865,1.33775,1.3384,3172,1.324111,1.332306,1.340501,1.0103,0.871825,1.230156,72.149207,0,0.447252,-1.096774,0.023162,0.19798,1.217626,0.004484,0.406673,0.000747,0.014205,0,0,29,19.306635,3,0
2013.08.09 08:00:00,EURUSD,1.33836,1.33903,1.3368,1.33824,7571,1.324839,1.332911,1.340982,1.009029,0.830128,1.211164,71.349833,0,1.03596,-12,-0.008967,0.195763,1.226335,0.023162,0.447252,-0.002989,-0.071015,0,0,30,19.296987,1,0
2013.08.09 12:00:00,EURUSD,1.33825,1.33902,1.33623,1.33626,8189,1.325877,1.333422,1.340966,1.007808,0.688127,1.131542,62.170106,0,1.092085,-0.015075,-0.148923,0.196963,1.232103,-0.008967,1.03596,0.000747,-0.042639,0,0,31,19.177406,1,1
2013.08.09 16:00:00,EURUSD,1.33623,1.33665,1.33326,1.3343,10188,1.326981,1.333815,1.340648,1.004732,0.535522,1.024712,54.671608,0,1.335851,-0.53886,-0.144645,0.20131,1.233171,-0.148923,1.092085,-0.002245,-0.222267,0,0,32,19.058682,1,1
2013.08.21 00:00:00,EURUSD,1.34167,1.34258,1.34155,1.34208,3033,1.328703,1.335595,1.342488,1.009669,0.970399,1.032131,69.432352,0,0.454113,-0.292683,0.03055,0.223338,0.972263,-0.027578,0.646173,0.000745,0.011182,0,0,21,19.527897,3,0
2013.08.21 04:00:00,EURUSD,1.34208,1.34267,1.34171,1.3418,4616,1.328522,1.335922,1.343322,1.009927,0.897167,1.107837,68.39688,0,0.679818,-0.321429,-0.020867,0.212539,0.958817,0.03055,0.454113,0,0.011927,0,0,22,19.511104,3,0
2013.08.21 08:00:00,EURUSD,1.3418,1.34213,1.3386,1.3386,9869,1.328692,1.336139,1.343586,1.007457,0.665243,1.114649,57.789628,0,1.381642,0,-0.239056,0.216666,0.942522,-0.020867,0.679818,0,-0.231794,0,0,23,19.318691,1,1
2013.08.27 16:00:00,EURUSD,1.33406,1.33986,1.33406,1.33881,11895,1.333157,1.33653,1.339903,1.000678,0.837935,0.504804,55.950198,1,1.774406,0,0.354793,0.233292,0.752086,0.026236,1.417522,0,0.092285,0,3,1,19.331346,1,0
2013.08.27 20:00:00,EURUSD,1.33877,1.33949,1.33808,1.3392,5310,1.333408,1.336783,1.340159,1.003504,0.857903,0.50508,56.792948,0,0.833294,-1.604651,0.032109,0.224086,0.760506,0.354793,1.774406,-0.002988,0.301336,0,2,2,19.354839,2,0
2013.08.28 00:00:00,EURUSD,1.33918,1.33936,1.33811,1.33812,3384,1.333508,1.3369,1.340292,1.003451,0.679861,0.507369,53.727493,0,0.565707,-0.009434,-0.079216,0.21492,0.755582,0.032109,0.833294,-0.001493,0.002242,0,2,3,19.28975,3,1
