timestamp,confidence,signal,candle_body,momentum,bb_pos,strength
2024.09.05 16:00:00,0.673117488,1,0.088057,-0.017486,0.981894,WEAK
2024.09.06 20:00:00,0.744865485,1,0.075398,0.020595,0.354173,MEDIUM
2024.09.09 16:00:00,0.822906326,1,0.106892,-0.035189,0.135109,STRONG
2024.09.10 04:00:00,0.760386532,1,0.107824,0.028335,0.157033,MEDIUM
2024.09.10 20:00:00,0.67671968,1,0.087161,0.12491,0.28548,WEAK
2024.09.11 20:00:00,0.856883708,1,0.050601,0.257655,0.097718,STRONG
2024.09.12 04:00:00,0.736894454,1,0.113421,-0.015345,0.22272,MEDIUM
2024.09.12 12:00:00,0.722735855,1,0.05056,0.039134,0.310104,MEDIUM
2024.09.23 12:00:00,0.672565329,1,0.419434,0.172096,0.811793,WEAK
2024.09.25 12:00:00,0.664419898,1,0.120935,-0.088222,0.753189,WEAK
2024.09.26 00:00:00,0.701655746,1,0.07353,0.000751,0.327631,MEDIUM
2024.09.27 12:00:00,0.671425453,1,0.374691,0.08084,0.837156,WEAK
2024.10.01 00:00:00,0.683402646,1,0.059065,0.124346,0.452451,WEAK
2024.10.01 20:00:00,0.7715195,1,0.226576,-0.064927,-0.015588,MEDIUM
2024.10.02 08:00:00,0.7811946,1,0.205313,-0.055021,0.217993,MEDIUM
2024.10.03 00:00:00,0.66439429,1,0.029408,-0.034696,0.194481,WEAK
2024.10.03 16:00:00,0.760808286,1,0.093712,-0.007638,0.034365,MEDIUM
2024.10.04 00:00:00,0.718453422,1,0.124137,0.003051,0.140088,MEDIUM
2024.10.04 08:00:00,0.655015027,1,0.220423,0.02667,0.27151,WEAK
2024.10.04 16:00:00,0.750349852,1,0.278301,-0.042829,0.214642,MEDIUM
2024.10.07 16:00:00,0.712691839,1,0.087091,0.069683,0.272847,MEDIUM
2024.10.08 20:00:00,0.692766518,1,0.128957,-0.032874,0.47564,WEAK
2024.10.09 12:00:00,0.763273342,1,0.03669,0.15932,0.286167,MEDIUM
2024.10.09 20:00:00,0.836908262,1,0.033658,-0.044392,0.15468,STRONG
2024.10.10 00:00:00,0.694603481,1,0.026016,0.019143,0.132997,WEAK
2024.10.10 08:00:00,0.661476236,1,0.013003,0.003061,0.25073,WEAK
2024.10.10 12:00:00,0.747792452,1,0.013001,-0.356613,0.295206,MEDIUM
2024.10.10 20:00:00,0.900282377,1,0.182253,-0.026103,0.158591,STRONG
2024.10.11 00:00:00,0.695816057,1,0.164574,0.153589,0.261273,WEAK
2024.10.11 08:00:00,0.807081338,1,0.183579,-0.051348,0.447876,STRONG
2024.10.11 16:00:00,0.769409537,1,0.056608,0.039076,0.469385,MEDIUM
2024.10.14 04:00:00,0.691888228,1,0.058198,0.01457,0.321649,WEAK
2024.10.14 16:00:00,0.868639767,1,0.135615,-0.007674,0.276643,STRONG
2024.10.14 20:00:00,0.69159106,1,0.061257,0.089794,0.453992,WEAK
2024.10.15 08:00:00,0.790713352,1,0.202655,-0.091974,0.816238,MEDIUM
2024.10.15 20:00:00,0.716633007,1,0.035948,-0.060452,0.743596,MEDIUM
2024.10.16 12:00:00,0.776257584,1,0.086822,0.142503,-0.044816,MEDIUM
2024.10.17 00:00:00,0.753609435,1,0.056207,0.020036,0.000164,MEDIUM
2024.10.17 12:00:00,0.751753486,1,0.235992,0.016187,0.302583,MEDIUM
2024.10.22 00:00:00,0.655076142,1,0.011556,0,0.163171,WEAK
2024.10.22 16:00:00,0.868045476,1,0.147979,-0.085677,0.145844,STRONG
2024.10.22 20:00:00,0.682785478,1,0.079322,0.218624,0.258438,WEAK
2024.10.24 00:00:00,0.809001684,1,0.09129,0.013946,0.09243,STRONG
2024.10.24 04:00:00,0.65607043,1,0.033255,0.06817,0.151921,WEAK
2024.10.24 20:00:00,0.74451928,1,0.135624,0.081867,0.609836,MEDIUM
2024.10.29 08:00:00,0.650542334,1,0.17329,0.015435,0.772805,WEAK
2024.10.30 16:00:00,0.853366594,1,0.377733,0.074979,0.706542,STRONG
2024.10.31 04:00:00,0.655880149,1,0.005405,-0.048654,0.190487,WEAK
2024.10.31 08:00:00,0.654032113,1,0.234973,0.040178,0.50903,WEAK
2024.10.31 20:00:00,0.818906419,1,0.27598,0.091096,0.010957,STRONG
2024.11.01 04:00:00,0.725743818,1,0.020934,-0.001552,0.117657,MEDIUM
2024.11.01 08:00:00,0.666827637,1,0.048822,-0.031811,0.18775,WEAK
2024.11.04 00:00:00,0.696936433,1,0.047785,0.254727,0.62006,WEAK
2024.11.06 08:00:00,0.844642702,1,0.098442,-0.130607,0.142018,STRONG
2024.11.06 16:00:00,0.852503163,1,0.198608,-0.052956,0.124583,STRONG
2024.11.07 00:00:00,0.771891029,1,0.14896,-0.069107,0.197386,MEDIUM
2024.11.07 12:00:00,0.679154374,1,0.497225,-0.079026,0.640183,WEAK
2024.11.08 20:00:00,0.732483147,1,0.167199,0.097023,0.393366,MEDIUM
2024.11.12 20:00:00,0.78856576,1,0.106691,0.105354,0.008444,MEDIUM
2024.11.13 00:00:00,0.677406985,1,0.072941,-0.012566,0.072683,WEAK
